Alias	BioSample	Chlorophyll Sensor	Depth	Description	ENA checklist	Environment (Biome)	Environment (Feature)	Environment (Material)	Environmental Package	Event Date/Time End	Event Date/Time Start	Event Label	INSDC center alias	INSDC center name	INSDC first public	INSDC last update	INSDC status	Last Update Date	Latitude End	Latitude Start	Longitude End	Longitude Start	Marine Region	Nitrate Sensor	Oxygen Sensor	Project Name	Protocol Label	SRA accession	Salinity Sensor	Sample Collection Device	Sample Name	Sampling Campaign	Sampling Platform	Sampling Station	Size Fraction Lower Threshold	Size Fraction Upper Threshold	Temperature	Title
TARA_Y100000074	SAMEA2620286	0.207021	5	"This sample (TARA_Y100000074) was collected during the Tara Oceans expedition (2009-2013) at station TARA_043 (latitudeN=4.6599, longitudeE=73.4856) on date/time=2010-04-05T10:02, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-04-05T12:29	2010-04-05T10:02	TARA_20100405T1002Z_043_EVENT_PUMP	GSC	Genoscope	2014-07-18T17:01:27Z	2015-11-04T11:48:09Z	public	2014-05-01Z	4.6599	4.6599	73.4858	73.4856	"(search radius=5 degrees) Marine Province:Central Indian Ocean Islands (MRGID:21774), Marine Ecoregion:Maldives (MRGID:21835)"	-0.711536	190.404333	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.22-1.6	ERS489169	34.496083	PUMP (High Volume Peristaltic Pump)	ERS489169	TARA_20100327Z	SV Tara	TARA_043	0.22	1.6	29.961808	TARA_20100405T1002Z_043_EVENT_PUMP_P_S_(5 m)_GIRUS_NUC-dry_W0.22-1.6_TARA_Y100000074
TARA_Y100000031	SAMEA2620107	0.006724	270	"This sample (TARA_Y100000031) was collected during the Tara Oceans expedition (2009-2013) at station TARA_039 (latitudeN=18.7341, longitudeE=66.3896) on date/time=2010-03-20T08:15:28, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 262-280 m, targeting a mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-03-20T16:00	2010-03-20T08:15:28	TARA_20100320T0817Z_039_Combined-EVENTS_CAST	GSC	Genoscope	2014-07-18T17:01:27Z	2015-11-04T11:48:12Z	public	2014-05-01Z	18.735	18.7341	66.3895	66.3896		19.566542	2.303017	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.22-1.6	ERS488946	35.901885	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS488946	TARA_20100309Z	SV Tara	TARA_039	0.22	1.6	15.614195	TARA_20100320T0817Z_039_Combined-EVENTS_CAST_MB_M_(270 m)_GIRUS_NUC-dry_W0.22-1.6_TARA_Y100000031
TARA_Y100000029	SAMEA2620066	0.099089	5	"This sample (TARA_Y100000029) was collected during the Tara Oceans expedition (2009-2013) at station TARA_039 (latitudeN=18.5918, longitudeE=66.622) on date/time=2010-03-18T04:27, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-03-18T08:32	2010-03-18T04:27	TARA_20100318T0427Z_039_EVENT_PUMP	GSC	Genoscope	2014-07-18T17:01:27Z	2015-11-04T11:48:11Z	public	2014-05-01Z	18.5706	18.5918	66.5023	66.622		-1.415582	193.3535	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.22-1.6	ERS488880	36.285367	PUMP (High Volume Peristaltic Pump)	ERS488880	TARA_20100309Z	SV Tara	TARA_039	0.22	1.6	26.81765	TARA_20100318T0427Z_039_EVENT_PUMP_P_S_(5 m)_GIRUS_NUC-dry_W0.22-1.6_TARA_Y100000029
TARA_Y100000294	SAMEA2620040	0.014107	340	"This sample (TARA_Y100000294) was collected during the Tara Oceans expedition (2009-2013) at station TARA_038 (latitudeN=19.0351, longitudeE=64.5638) on date/time=2010-03-16T06:13:30, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 332-350 m, targeting a mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-03-16T13:54	2010-03-16T06:13:30	TARA_20100316T0614Z_038_Combined-EVENTS_CAST	GSC	Genoscope	2014-07-18T17:01:27Z	2015-11-04T11:48:21Z	public	2014-05-01Z	18.9918	19.0351	64.5757	64.5638		22.444602	2.369225	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.22-1.6	ERS488854	36.021302	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS488854	TARA_20100309Z	SV Tara	TARA_038	0.22	1.6	14.987618	TARA_20100316T0614Z_038_Combined-EVENTS_CAST_MB_M_(340 m)_GIRUS_NUC-dry_W0.22-1.6_TARA_Y100000294
TARA_Y100000287	SAMEA2620005	0.161808	5	"This sample (TARA_Y100000287) was collected during the Tara Oceans expedition (2009-2013) at station TARA_038 (latitudeN=19.0393, longitudeE=64.4913) on date/time=2010-03-15T03:35, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample is a split of sample(s): TARA_Y100000288."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-03-15T05:53	2010-03-15T03:35	TARA_20100315T0335Z_038_EVENT_PUMP	GSC	Genoscope	2014-07-18T17:01:27Z	2015-11-04T11:48:22Z	public	2014-05-01Z	19.0342	19.0393	64.5162	64.4913		0.889376	199.9355	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.22-1.6	ERS488804	36.617917	PUMP (High Volume Peristaltic Pump)	ERS488804	TARA_20100309Z	SV Tara	TARA_038	0.22	1.6	26.2314	TARA_20100315T0335Z_038_EVENT_PUMP_P_S_(5 m)_GIRUS_NUC-dry_W0.22-1.6_TARA_Y100000287
TARA_Y100000022	SAMEA2619936	0.129697	5	"This sample (TARA_Y100000022) was collected during the Tara Oceans expedition (2009-2013) at station TARA_036 (latitudeN=20.8183, longitudeE=63.5047) on date/time=2010-03-12T06:06, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-03-12T06:56	2010-03-12T06:06	TARA_20100312T0606Z_036_EVENT_PUMP	GSC	Genoscope	2014-07-18T17:01:27Z	2015-11-04T11:48:13Z	public	2014-05-01Z	20.8151	20.8183	63.5046	63.5047	(search radius=5 degrees) Marine Ecoregion:Gulf of Oman (MRGID:4267)	99999	104.908417	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.22-1.6	ERS488723	36.530058	PUMP (High Volume Peristaltic Pump)	ERS488723	TARA_20100309Z	SV Tara	TARA_036	0.22	1.6	25.581433	TARA_20100312T0606Z_036_EVENT_PUMP_P_S_(5 m)_GIRUS_NUC-dry_W0.22-1.6_TARA_Y100000022
TARA_A100001388	SAMEA2619808	0.048898	5	"This sample (TARA_A100001388) was collected during the Tara Oceans expedition (2009-2013) at station TARA_031 (latitudeN=27.16, longitudeE=27.1433) on date/time=2010-01-09T07:15, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2010-01-09T11:20	2010-01-09T07:15	TARA_20100109T0715Z_031_EVENT_PUMP	GSC	Genoscope	2014-07-18T17:01:27Z	2015-11-04T11:48:32Z	public	2014-05-01Z	34.835	27.16	34.8033	27.1433	(search radius=5 degrees) Marine Ecoregion:Northern and Central Red Sea (MRGID:21919)	-0.137284	188.763583	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.22-1.6	ERS488551	39.981867	PUMP (High Volume Peristaltic Pump)	ERS488551	TARA_20100108Z	SV Tara	TARA_031	0.22	1.6	25.0621	TARA_20100109T0715Z_031_EVENT_PUMP_P_S_(5 m)_GIRUS_NUC-dry_W0.22-1.6_TARA_A100001388
TARA_X000000604	SAMEA2619464	99999	8	"This sample (TARA_X000000604) was collected during the Tara Oceans expedition (2009-2013) at station TARA_006 (latitudeN=36.5229, longitudeE=-4.0023) on date/time=2009-09-21T12:00, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 6-10 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2009-09-21T14:45	2009-09-21T12:00	TARA_20090921T1200Z_006_EVENT_PUMP	GSC	Genoscope	2014-07-18T17:01:27Z	2015-11-04T11:48:30Z	public	2014-05-01Z	36.5224	36.5229	-4.0075	-4.0023	(search radius=5 degrees) Marine Ecoregion:Alboran Sea (MRGID:3324)	99999	99999	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.22-1.6	ERS488017	99999	PUMP (High Volume Peristaltic Pump)	ERS488017	TARA_20090919Z	SV Tara	TARA_006	0.22	1.6	99999	TARA_20090921T1200Z_006_EVENT_PUMP_P_S_(8 m)_GIRUS_NUC-dry_W0.22-1.6_TARA_X000000604
TARA_Y200000002	SAMEA2619388	0.078	5	"This sample (TARA_Y200000002) was collected during the Tara Oceans expedition (2009-2013) at station TARA_004 (latitudeN=36.5533, longitudeE=-6.5669) on date/time=2009-09-15T11:30, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2009-09-15T14:30	2009-09-15T11:30	TARA_20090915T1130Z_004_EVENT_PUMP	GSC	Genoscope	2014-07-18T17:01:27Z	2015-11-04T11:48:22Z	public	2014-05-01Z	35.5571	36.5533	-6.5586	-6.5669	(search radius=5 degrees) Marine Ecoregion:Alboran Sea (MRGID:3324)	99999	99999	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.22-1.6	ERS487911	36.6324	PUMP (High Volume Peristaltic Pump)	ERS487911	TARA_20090913Z	SV Tara	TARA_004	0.22	1.6	20.5251	TARA_20090915T1130Z_004_EVENT_PUMP_P_S_(5 m)_GIRUS_NUC-dry_W0.22-1.6_TARA_Y200000002
TARA_Y200000001	SAMEA2619371	-0.02355	5	"This sample (TARA_Y200000001) was collected during the Tara Oceans expedition (2009-2013) at station TARA_003 (latitudeN=36.732, longitudeE=-10.475) on date/time=2009-09-13T12:00, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (0.22-1.6 micrometres), and stored at -20 degC for later detection of large DNA virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis."	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	9/13/09	2009-09-13T12:00	TARA_20090913T1200Z_003_EVENT_PUMP	GSC	Genoscope	2014-07-18T17:01:27Z	2015-11-04T11:48:16Z	public	2014-05-01Z	99999	36.732	99999	-10.475	(search radius=5 degrees) Marine Province:Lusitanian (MRGID:21748)	99999	99999	Tara Oceans expedition (2009-2013)	GIRUS_NUC-dry_W0.22-1.6	ERS487894	36.89685	PUMP (High Volume Peristaltic Pump)	ERS487894	TARA_20090913Z	SV Tara	TARA_003	0.22	1.6	21.79125	TARA_20090913T1200Z_003_EVENT_PUMP_P_S_(5 m)_GIRUS_NUC-dry_W0.22-1.6_TARA_Y200000001
TARA_A200000159	SAMEA2591074	0.553274	42	"This sample (TARA_A200000159) was collected in the marine biome (ENVO:00000447) during Tara Oceans expedition on date/time=2009-09-23T16:08Z at station TARA_007 (latitudeN=37.0541, longitudeE=1.9478) from a deep chlorophyll maximum layer (ENVO:xxxxxxxx) at a depth of 40-44 m, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was size-fractionated (0.22-1.6 micrometres) and preserved on board in liquid nitrogen for later phylogenetic analysis of large DNA virus nucleotide sequences identification by pyrosequencing methods."	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2009-09-23T16:55Z	2009-09-23T16:08Z	TARA_20090923T1608Z_007_EVENT_PUMP	GSC	Genoscope	2014-07-18T17:01:27Z	2014-11-06T09:09:24Z	public	2014-03-01Z	37.0397	37.0541	1.9501	1.9478	"(search radius=5 degree) Marine Ecoregion:Western Mediterranean (MRGID:21896), Marine Ecoregion:Alboran Sea (MRGID:3324)"	99999	99999	Tara Oceans	GIRUS_NUC-DNA-dry(100L)_W0.22-1.6	ERS477953	99999	PUMP (High Volume Peristaltic Pump)	ERS477953	TARA_20090919Z	SV Tara	TARA_007	0.22	1.6	17.36746	TARA_20090923T1608Z_007_EVENT_PUMP_P_D_(42-44m)_GIRUS_NUC-DNA-dry(100L)_W0.22-1.6_TARA_A200000159
TARA_A200000113	SAMEA2591057	0.0812	5	"This sample (TARA_A200000113) was collected in the marine biome (ENVO:00000447) during Tara Oceans expedition on date/time=2009-09-23T12:50Z at station TARA_007 (latitudeN=37.051, longitudeE=1.9378) from a surface water (ENVO:00002042) layer at a depth of 3-7 m, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was size-fractionated (0.22-1.6 micrometres) and preserved on board in liquid nitrogen for later phylogenetic analysis of large DNA virus nucleotide sequences identification by pyrosequencing methods."	ERC000030	marine biome (ENVO:00000447)	surface water (ENVO:00002042) layer	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	2009-09-23T13:00Z	2009-09-23T12:50Z	TARA_20090923T1250Z_007_EVENT_PUMP	GSC	Genoscope	2014-07-18T17:01:27Z	2014-11-06T09:09:24Z	public	2014-03-01Z	37.0465	37.051	1.9426	1.9378	"(search radius=5 degree) Marine Ecoregion:Western Mediterranean (MRGID:21896), Marine Ecoregion:Alboran Sea (MRGID:3324)"	99999	99999	Tara Oceans	GIRUS_NUC-DNA-dry(100L)_W0.22-1.6	ERS477931	37.4911	PUMP (High Volume Peristaltic Pump)	ERS477931	TARA_20090919Z	SV Tara	TARA_007	0.22	1.6	23.82575	TARA_20090923T1250Z_007_EVENT_PUMP_P_S_(5-7m)_GIRUS_NUC-DNA-dry(100L)_W0.22-1.6_TARA_A200000113
