Biosample ID,SRA ID,OrganismName,depth,description,ENA checklist,EVENT_Device,Event Date/Time,IHO,INSDC center name,INSDC first public,INSDC last update,INSDC status,Latitude End,Latitude Start,Longitude End,Longitude Start,Marine Region,Protocol Label,SAMPLE_Title,SAMPLING_Objective,SRA accession,salinity,Sample Name,Sampling Campaign,Sampling Platform,Sampling Site,temperature,Title,broad-scale environmental context,environment (feature),environment (material),environmental package,mrgid,Attributes/Attribute/33/_attribute_name,Attributes/Attribute/33/_harmonized_name,Attributes/Attribute/33/_display_name,project name,_publication_date,_last_update,_submission_date,_id,_accession
SAMEA3275541,ERS667559,marine metagenome,15,Microbial diversity,ERC000027,Clean Water Bottles,2014-06-20T11:30:00+00,North Atlantic Ocean,OSD_MATIS,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,65.9449,65.9449,-22.4192,-22.4192,North Atlantic Ocean,NPL022,OSD106_2014-06-20_15m_NPL022,Microbial diversity,ERS667559,29.2,ERS667559,OSD-Jun-2014,Small research vessel,"OSD106,REYKIS",7.5,OSD106_2014-06-20_15m_NPL022,ENV:00000447,ENV:00002042,ENV:00002010,water,1912,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:22.610,2015-03-04T08:10:49.457,3386836,SAMEA3275541
SAMEA3275540,ERS667558,marine metagenome,0,OSD2014 PORTUGAL MAINLAND,ERC000027,ACID WASHED RECIPIENT,2014-06-20T09:50:00+00,North Atlantic Ocean,OSD_MARE - Marine and Environmental Sciences Centre,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,39.14039,39.14039,-9.38011,-9.38011,North Atlantic Ocean,NPL022,OSD107_2014-06-20_0m_NPL022,OSD2014 PORTUGAL MAINLAND,ERS667558,30,ERS667558,OSD-Jun-2014,Ground,"OSD107,Lisboa",20.2,OSD107_2014-06-20_0m_NPL022,ENVO:01000020,ENVO:00002042,ENVO.00002150,water,1912,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:22.453,2015-03-04T08:10:49.393,3386835,SAMEA3275540
SAMEA3275539,ERS667557,marine metagenome,0,OSD2014 PORTUGAL MAINLAND,ERC000027,ACID WASHED RECIPIENT,2014-06-20T11:40:00+00,North Atlantic Ocean,OSD_MARE - Marine and Environmental Sciences Centre,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,38.757283,38.757283,-8.966333,-8.966333,North Atlantic Ocean,NPL022,OSD108_2014-06-20_0m_NPL022,OSD2014 PORTUGAL MAINLAND,ERS667557,30,ERS667557,OSD-Jun-2014,Ground,"OSD108,Alcochete",20.1,OSD108_2014-06-20_0m_NPL022,ENVO:01000020,ENVO:00002042,ENVO.00002150,water,1912,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:22.157,2015-03-04T08:10:49.310,3386834,SAMEA3275539
SAMEA3275538,ERS667556,marine metagenome,0,OSD2014 @ PT MAINLAND,ERC000027,ACID WASHED RECIPIENT,2014-06-20T11:00:00+00,North Atlantic Ocean,OSD_MARE - Marine and Environmental Sciences Centre,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,38.676942,38.676942,-9.012392,-9.012392,North Atlantic Ocean,NPL022,OSD109_2014-06-20_0m_NPL022,OSD2014 @ PT MAINLAND,ERS667556,30,ERS667556,OSD-Jun-2014,Ground,"OSD109,Rosário",20.5,OSD109_2014-06-20_0m_NPL022,ENVO:01000020,ENVO:00002042,ENVO.00002150,water,1912,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:22.313,2015-03-04T08:10:49.227,3386833,SAMEA3275538
SAMEA3275537,ERS667555,marine metagenome,0,OSD2014 @ PT MAINLAND,ERC000027,ACID WASHED RECIPIENT,2014-06-21T10:30:00+00,North Atlantic Ocean,OSD_MARE - Marine and Environmental Sciences Centre,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,40.145122,40.145122,-8.869328,-8.869328,North Atlantic Ocean,NPL022,OSD110_2014-06-21_0m_NPL022,OSD2014 @ PT MAINLAND,ERS667555,22.5,ERS667555,OSD-Jun-2014,Ground,"OSD110,Figueira da Foz",23,OSD110_2014-06-21_0m_NPL022,ENVO:01000020,ENVO:00002042,ENVO.00002150,water,1912,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:22.000,2015-03-04T08:10:49.140,3386832,SAMEA3275537
SAMEA3275536,ERS667554,marine metagenome,0,OSD2014 @ PT MAINLAND,ERC000027,ACID WASHED RECIPIENT,2014-06-21T08:30:00+00,North Atlantic Ocean,OSD_MARE - Marine and Environmental Sciences Centre,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,-8.703761,40.659875,40.659875,-8.703761,North Atlantic Ocean,NPL022,OSD111_2014-06-21_0m_NPL022,OSD2014 @ PT MAINLAND,ERS667554,30,ERS667554,OSD-Jun-2014,Ground,"OSD111,Ria de Aveiro_1",25.2,OSD111_2014-06-21_0m_NPL022,ENVO:01000020,ENVO:00002042,ENVO.00002150,water,1912,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:21.843,2015-03-04T08:10:49.053,3386831,SAMEA3275536
SAMEA3282985,ERS667553,marine metagenome,39,"Water sampling for the Ocean Sampling Day 2014 and zooplankton sampling for the monitoring station of the time-series CASCAIS-WATCH, the oceanographic observation programme of the Oceanography and Plankton Group of IPMA",ERC000027,"Sterilized 8L-Niskin bottle, Seabird SBE 911p CTD",2014-06-21T11:25:00+00,North Atlantic Ocean,OSD_IPMA; Instituto Português do Mar e da Atmosfera,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,38.6667,38.6667,-9.4367,-9.4367,North Atlantic Ocean,NPL022,OSD113_2014-06-21_39m_NPL022,"Water sampling for the Ocean Sampling Day 2014 and zooplankton sampling for the monitoring station of the time-series CASCAIS-WATCH, the oceanographic observation programme of the Oceanography and Plankton Group of IPMA",ERS667553,35.27,ERS667553,OSD-Jun-2014,Research vessel,"OSD113,NE Iberian Atlantic - CascaisWatch",18,OSD113_2014-06-21_39m_NPL022,Coastal Sea area,Pelagic isothermal surface,Mesotrophic water,water,1912,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-16T00:21:35.060,2015-03-04T08:10:48.980,3386830,SAMEA3282985
SAMEA3275535,ERS667552,marine metagenome,50,"Water sampling for the Ocean Sampling Day 2014 and zooplankton sampling for the monitoring station of the time-series BERLENGAS-WATCH, the oceanographic observation programme of the Oceanography and Plankton Group of IPMA, with the collaboration of the Marine Resources Research Group (GIRM) of Polytechnic Institute of Leiria",ERC000027,Sterilized 8L-Niskin Bottle,2014-06-21T10:05:00+00,North Atlantic Ocean,OSD_IPMA & IPL,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,34.41,34.41,-9.51,-9.51,North Atlantic Ocean,NPL022,OSD114_2014-06-21_50m_NPL022,"Water sampling for the Ocean Sampling Day 2014 and zooplankton sampling for the monitoring station of the time-series BERLENGAS-WATCH, the oceanographic observation programme of the Oceanography and Plankton Group of IPMA, with the collaboration of the Marine Resources Research Group (GIRM) of Polytechnic Institute of Leiria",ERS667552,33.57,ERS667552,OSD-Jun-2014,Vessel,"OSD114,NE Iberian Atlantic - BerlengasWatch",18.5,OSD114_2014-06-21_50m_NPL022,Coastal Sea area,Pelagic isothermal surface,Mesotrophic water,water,1912,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:21.517,2015-03-04T08:10:48.890,3386829,SAMEA3275535
SAMEA3275534,ERS667551,marine metagenome,0,OSD2014 @ PT MAINLAND,ERC000027,ACID WASHED RECIPIENT,2014-06-21T14:30:00+00,North Atlantic Ocean,OSD_MARE - Marine and Environmental Sciences Centre,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,39.134347,39.134347,-9.384778,-9.384778,North Atlantic Ocean,NPL022,OSD115_2014-06-21_0m_NPL022,OSD2014 @ PT MAINLAND,ERS667551,40,ERS667551,OSD-Jun-2014,Ground,"OSD115,Santa Cruz",20.3,OSD115_2014-06-21_0m_NPL022,ENVO:00000447,ENVO:00002042,ENVO.00002110,water,1912,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:21.687,2015-03-04T08:10:48.803,3386828,SAMEA3275534
SAMEA3275533,ERS667550,marine metagenome,0,OSD2014 @ PT MAINLAND,ERC000027,ACID WASHED RECIPIENT,2014-06-21T13:30:00+00,North Atlantic Ocean,OSD_MARE - Marine and Environmental Sciences Centre,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,39.415067,39.415067,-9.218828,-9.218828,North Atlantic Ocean,NPL022,OSD116_2014-06-21_0m_NPL022,OSD2014 @ PT MAINLAND,ERS667550,22.5,ERS667550,OSD-Jun-2014,Ground,"OSD116,Lagoa de Óbidos",24.7,OSD116_2014-06-21_0m_NPL022,ENVO:01000020,ENVO:00002042,ENVO.00002150,water,1912,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:21.220,2015-03-04T08:10:48.690,3386827,SAMEA3275533
SAMEA3275532,ERS667549,marine metagenome,0,"Water sampling for the Ocean Sampling Day, investigate ocean microbial diversity",ERC000027,Sterilized 5L-Bucket,2014-06-21T16:10:00+00,North Atlantic Ocean,OSD_IPMA,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,37.167,37.167,-7.504,-7.504,North Atlantic Ocean,NPL022,OSD117_2014-06-21_0m_NPL022,"Water sampling for the Ocean Sampling Day, investigate ocean microbial diversity",ERS667549,37.93,ERS667549,OSD-Jun-2014,Beach/Intertidal zone structure,"OSD117,S Iberian Atlantic - Tavira Beach",23.64,OSD117_2014-06-21_0m_NPL022,Coastal Sea area,Pelagic isothermal surface,Mesotrophic water,water,1912,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:21.360,2015-03-04T08:10:48.553,3386826,SAMEA3275532
SAMEA3275531,ERS667548,marine metagenome,0.2,Analysis of prokaryotic diversity in surface seawater.,ERC000027,Carboy,2014-06-24T12:14:00+00,Celtic Sea,"OSD_BioMERIT Research Centre / Environmental Research Institute, University College Cork",2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,51.7423,51.7423,-8.3112,-8.3112,Celtic Sea,NPL022,OSD118_2014-06-24_0.2m_NPL022,Analysis of prokaryotic diversity in surface seawater.,ERS667548,38,ERS667548,OSD-Jun-2014,ENVO:00000000 SHORE,"OSD118,Lough Hyne",18,OSD118_2014-06-24_0.2m_NPL022,ENVO:00000447,ENVO:00002042,ENVO:00002010,water,2351,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:21.063,2015-03-04T08:10:48.420,3386825,SAMEA3275531
SAMEA3275530,ERS667544,marine metagenome,0,Sampling for OSD,ERC000027,pump,2014-06-22T09:45:00+00,Gulf of Aqaba,OSD_Institution Bar ilan university,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,29.4667,29.4667,34.9291,34.9291,Gulf of Aqaba,NPL022,OSD122_2014-06-22_0m_NPL022,Sampling for OSD,ERS667544,40.5,ERS667544,OSD-Jun-2014,boat,"OSD122,Station A Gulf Of Eilat",24,OSD122_2014-06-22_0m_NPL022,Gulf of Eilat,oligotropic,vv,water,4263,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:20.907,2015-03-04T08:10:48.297,3386824,SAMEA3275530
SAMEA3275529,ERS667543,marine metagenome,4,test,ERC000027,YSI,2014-06-22T11:00:00+00,Mediterranean Sea - Eastern Basin,"OSD_Institution- Israel Oceanographic and Limnological Research, National institute of Oceanography",2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,32.822,32.822,32.954,32.954,Mediterranean Sea - Eastern Basin,NPL022,OSD123_2014-06-22_4m_NPL022,test,ERS667543,39.4,ERS667543,OSD-Jun-2014,pump,"OSD123,Shikmona",27,OSD123_2014-06-22_4m_NPL022,oligotrophic,eastern Mediterranean Sea,l,water,4280,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:20.593,2015-03-04T08:10:48.150,3386823,SAMEA3275529
SAMEA3275527,ERS667541,marine metagenome,5,Marine biome and virome,ERC000027,Sterivex filter unit with peristatic pump,2014-06-21T12:25:00+00,Japan Sea,OSD_Kyoto University,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,34.32444,34.32444,135.12083,135.12083,Japan Sea,NPL022,OSD124_2014-06-21_5m_NPL022,Marine biome and virome,ERS667541,33.19,ERS667541,OSD-Jun-2014,Vessel at fixed position,"OSD124,Osaka Bay",21.15,OSD124_2014-06-21_5m_NPL022,ENVO:0000447,ENVO:00002149,ENVO:00002149,water,4307,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:20.750,2015-03-04T08:10:48.000,3386822,SAMEA3275527
SAMEA3275526,ERS667540,marine metagenome,0,Sampling for OSD,ERC000027,Bucket and Rope/Horiba,2014-06-21T13:00:00+00,North Sea,"OSD_Dove Marine Laboratory, School of Marine Science and Technology, Newcastle University",2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,55.03306,55.03306,-1.43278,-1.43278,North Sea,NPL022,OSD125_2014-06-21_0m_NPL022,Sampling for OSD,ERS667540,26.4,ERS667540,OSD-Jun-2014,Pier,"OSD125,Dove Marine Laboratory Cullercoats Beach",16.04,OSD125_2014-06-21_0m_NPL022,marine biome,surface water,seawater,water,2350,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:20.437,2015-03-04T08:10:47.907,3386821,SAMEA3275526
SAMEA3275525,ERS667539,marine metagenome,1,"Surface water sample in Fjord Eyjafjordur, Iceland at 21.6.2014 at 12:15. 0.22 um Sterivex filtration",ERC000027,Nissan Bottles 1.6 L,2014-06-21T12:15:00+00,Greenland Sea,OSD_Jacobs University Bremen and University of Akureyri,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,66.00659,66.00691,-18.19753,-18.19653,Greenland Sea,NPL022,OSD126_2014-06-21_1m_NPL022,"Surface water sample in Fjord Eyjafjordur, Iceland at 21.6.2014 at 12:15. 0.22 um Sterivex filtration",ERS667539,42.3,ERS667539,OSD-Jun-2014,Research Vessel Einari Nesi,"OSD126,Eyafjordur_1",12.2,OSD126_2014-06-21_1m_NPL022,ENVO:00000039,ENVO:00002002,ENVO:00002010,water,2356,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:20.280,2015-03-04T08:10:47.813,3386820,SAMEA3275525
SAMEA3275524,ERS667538,marine metagenome,10,Ocean water in 10 m depth for comparison with same location at 1 m,ERC000027,Niskin Bottles 1.6 L,2014-06-21T11:43:00+00,Greenland Sea,OSD_Jacobs University Bremen and University of Akureyri,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,66.00696,66.00776,-18.19041,-18.19531,Greenland Sea,NPL022,OSD127_2014-06-21_10m_NPL022,Ocean water in 10 m depth for comparison with same location at 1 m,ERS667538,59.7,ERS667538,OSD-Jun-2014,Research vessel Einari Nesi,"OSD127,Eyafjordur_2",11.24,OSD127_2014-06-21_10m_NPL022,ENVO:00000039,ENVO:00002151,ENVO:00002010,water,2356,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:20.093,2015-03-04T08:10:47.720,3386819,SAMEA3275524
SAMEA3275523,ERS667537,marine metagenome,1,"Eyjafjordur, Akureyri, Iceland",ERC000027,Nissan bottles 1.6 L,2014-06-21T17:05:00+00,Greenland Sea,OSD_Jacobs University Bremen and University of Akureyri,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,65.4877,65.4886,-18.06032,-18.0608,Greenland Sea,NPL022,OSD128_2014-06-21_1m_NPL022,"Eyjafjordur, Akureyri, Iceland",ERS667537,14,ERS667537,OSD-Jun-2014,Research vessel Einari Nesi,"OSD128,Eyafjordur_3",12,OSD128_2014-06-21_1m_NPL022,ENVO:00000039,ENVO:00002042,ENVO:00002010,water,2356,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:19.937,2015-03-04T08:10:47.650,3386818,SAMEA3275523
SAMEA3275522,ERS667536,marine metagenome,10,"Eyjafjordur, Akureyri, Iceland",ERC000027,Niskin bottles 1.6 L,2014-06-21T16:38:00+00,Greenland Sea,OSD_Jacobs University Bremen and University of Akureyri,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,65.48868,65.817186,-18.0608,-18.101835,Greenland Sea,NPL022,OSD129_2014-06-21_10m_NPL022,"Eyjafjordur, Akureyri, Iceland",ERS667536,61.5,ERS667536,OSD-Jun-2014,Research Vessel Einari Nesi,"OSD129,Eyafjordur_4",9.9,OSD129_2014-06-21_10m_NPL022,ENVO:00000039,ENVO:00002151,ENVO:00002010,water,2356,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:19.780,2015-03-04T08:10:47.560,3386817,SAMEA3275522
SAMEA3275521,ERS667535,marine metagenome,1,"Sampling of coastal waves, Eyjafjordur",ERC000027,Plastic containers 5 L,2014-06-21T11:41:00+00,Greenland Sea,OSD_Jacobs University Bremen and University of Akureyri,2015-03-03T17:02:18Z,2016-10-21T09:45:53Z,public,66.1316,66.1316,-18.7902,-18.7902,Greenland Sea,NPL022,OSD130_2014-06-21_1m_NPL022,"Sampling of coastal waves, Eyjafjordur",ERS667535,48,ERS667535,OSD-Jun-2014,Beach,"OSD130,Eyafjordur_5",10.1,OSD130_2014-06-21_1m_NPL022,ENVO:00000039,ENVO:00002150,ENVO:00002010,water,2356,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:19.453,2015-03-04T08:10:47.437,3386816,SAMEA3275521
SAMEA3275520,ERS667534,marine metagenome,1,Black sea salinity is unique and bacterial diversity here is still in larger scale unstudied. In coastal zones this is even a more severe problem as these are with high ecological and public importance. Our interest are bacterial groups involved in biogeochemical processes in sediments and their interaction with the upstanding water column.,ERC000027,Niskin bottle,2014-06-21T10:24:00+00,Black Sea,"OSD_Institute of Biodiversity and Ecosystem Research, Bulgarian Academy of Sciences",2015-03-03T17:02:18Z,2017-11-06T14:28:09Z,public,42.252939,42.244907,27.415647,27.400804,Black Sea,NPL022,OSD131_2014-06-21_1m_NPL022,Black sea salinity is unique and bacterial diversity here is still in larger scale unstudied. In coastal zones this is even a more severe problem as these are with high ecological and public importance. Our interest are bacterial groups involved in biogeochemical processes in sediments and their interaction with the upstanding water column.,ERS667534,14.3,ERS667534,OSD-Jun-2014,"Research vessel, LEM","OSD131,Zlatna ribka",22.5,OSD131_2014-06-21_1m_NPL022,ENVO:00000447 marine biome,ENVO:00002042 surface water,ENVO:00002010 seawater,water,3319,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:19.610,2015-03-04T08:10:47.313,3386815,SAMEA3275520
SAMEA3275519,ERS667533,marine metagenome,0.5,OSD sampling day,ERC000027,pump,2014-06-22T10:45:00+00,Mediterranean Sea - Eastern Basin,OSD_Institution Bar ilan university,2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,32.0694,32.0694,34.843,34.843,Mediterranean Sea - Eastern Basin,NPL022,OSD132_2014-06-22_0.5m_NPL022,OSD sampling day,ERS667533,39.35,ERS667533,OSD-Jun-2014,deck beach,"OSD132,Sdot YAM",27.3,OSD132_2014-06-22_0.5m_NPL022,Mediterranean Sea:,ultra oligotropic, vv,water,4280,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:19.267,2015-03-04T08:10:47.157,3386814,SAMEA3275519
SAMEA3275518,ERS667532,marine metagenome,0,Water samples taken at surface of the Robben Island Site with a Niskin bottle and CTD profile dips taken at each site using XRX620 CTD.,ERC000027,"5L Niskin bottle, 10L plastic bottles, XRX620 CTD.",2014-06-21T09:24:00+00,South Atlantic Ocean,OSD_Lwandle Technologies,2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,-33.93572,-33.897069,18.47147,18.386825,South Atlantic Ocean,NPL022,OSD133_2014-06-21_0m_NPL022,Water samples taken at surface of the Robben Island Site with a Niskin bottle and CTD profile dips taken at each site using XRX620 CTD.,ERS667532,35.16,ERS667532,OSD-Jun-2014,Robben Island,"OSD133,Robben Island",15.06,OSD133_2014-06-21_0m_NPL022,ENVO:0000047,ENVO:00002042,ENVO_00002010,water,1914,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:19.110,2015-03-04T08:10:47.070,3386813,SAMEA3275518
SAMEA3275514,ERS667528,marine metagenome,5,OSD 2014,ERC000027,Environmental parameters were measured with CTD. Plastic tubes were used for pumping watersamples.,2014-06-20T09:45:00+00,North Sea,"OSD_Department of Biology, University of Bergen",2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,60.16121,60.16121,5.11504,5.11504,North Sea,NPL022,OSD141_2014-06-20_5m_NPL022,OSD 2014,ERS667528,30.67,ERS667528,OSD-Jun-2014,Boat,"OSD141,Raunefjorden",10.13,OSD141_2014-06-20_5m_NPL022,Atlantic ocean,Fjord water,30 L Plastic container,water,2350,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:18.953,2015-03-04T08:10:46.947,3386812,SAMEA3275514
SAMEA3275512,ERS667526,marine metagenome,1,"Water quality monitoring time-series at NOAA Gray's Reef National Marine Sanctuary, USA",ERC000027,Niskin bottle to collect water. In situ WetLabs sensors at 1M,2014-06-21T10:00:00+00,North Atlantic Ocean,OSD_NOAA,2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,31.383607,31.383607,-80.866685,-80.866685,North Atlantic Ocean,NPL022,OSD142_2014-06-21_1m_NPL022,"Water quality monitoring time-series at NOAA Gray's Reef National Marine Sanctuary, USA",ERS667526,35.85,ERS667526,OSD-Jun-2014,Sampled from the Research Vessel Sam Gray at NDBC station 41008,"OSD142,Gray’s Reef National Marine Sanctuary",27.43,OSD142_2014-06-21_1m_NPL022,Oceanic,Continental Shelf,Water,water,1912,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:18.797,2015-03-04T08:10:46.833,3386811,SAMEA3275512
SAMEA3275509,ERS667523,marine metagenome,1,Collected in conjunction with a time-series in the Skidaway River Estuary (SRiMP). For more information about SRiMP please visit http://www.skio.uga.edu/?p=research/bio/srimp/index,ERC000027,"Permanent dock, Skidaway Institute of Oceanography Main Dock",2014-06-21T13:45:00+00,North Atlantic Ocean,"OSD_Skidaway Institute of Oceanography, University of Georgia",2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,31.98282,31.98282,-81.01667,-81.01667,North Atlantic Ocean,NPL022,OSD143_2014-06-21_1m_NPL022,Collected in conjunction with a time-series in the Skidaway River Estuary (SRiMP). For more information about SRiMP please visit http://www.skio.uga.edu/?p=research/bio/srimp/index,ERS667523,26.58,ERS667523,OSD-Jun-2014,Long-term observation of a subtropical estuary in Southeastern US. Objective is to detect trends attributable to human activity and climate variability.,"OSD143,Skidaway Institute of Oceanography",30.79,OSD143_2014-06-21_1m_NPL022,Estuary,Subtropical,Water,water,1912,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:18.623,2015-03-04T08:10:46.657,3386810,SAMEA3275509
SAMEA3275508,ERS667522,marine metagenome,0,OSD,ERC000027,ACID WASHED BUCKET,2014-06-24T20:08:00+00,North Pacific Ocean,OSD_Hawaiian Island Humpback Whale National Marine Sanctuary,2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,21.26882,21.26882,-157.72231,-157.72231,North Pacific Ocean,NPL022,OSD144_2014-06-24_0m_NPL022,OSD,ERS667522,35,ERS667522,OSD-Jun-2014,BOAT,"OSD144,Maunalua Bay O'ahu",25.8,OSD144_2014-06-24_0m_NPL022,ENVO:00000447,ENVO:00002042,ENVO:00002010,water,1908,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:18.297,2015-03-04T08:10:46.547,3386809,SAMEA3275508
SAMEA3275507,ERS667521,marine metagenome,0,Contribute as organized citizen scientist group to OSD.\n,ERC000027,Sterile flask from surface water,2014-06-21T11:45:00+00,North Sea,OSD_Datafable,2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,51.361369,51.361369,3.118856,3.118856,North Sea,NPL022,OSD145_2014-06-21_0m_NPL022,Contribute as organized citizen scientist group to OSD.\n,ERS667521,100,ERS667521,OSD-Jun-2014,"Self-propelled small boat, Macilk","OSD145,North Sea - Blankenberge",17,OSD145_2014-06-21_0m_NPL022,Marine environment,"Belgian marine environment, sample taken at surface",Sterile flask,water,2350,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:18.453,2015-03-04T08:10:46.440,3386808,SAMEA3275507
SAMEA3275506,ERS667520,marine metagenome,5,"OSD sampling 2014 Fram Strait, Arctic Ocean",ERC000027,CTD rosette,2014-06-21T05:42:00+00,Greenland Sea,OSD_Alfred Wegener Institute Helmholtz Center for Polar and Marine Research,2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,78.453333,78.453333,-2.829667,-2.829667,Greenland Sea,NPL022,OSD146_2014-06-21_5m_NPL022,"OSD sampling 2014 Fram Strait, Arctic Ocean",ERS667520,33.78,ERS667520,OSD-Jun-2014,RV Polarstern,"OSD146,Fram Strait",-1.61,OSD146_2014-06-21_5m_NPL022,ENVO:00000447,ENVO:00002042,ENVO:00002010,water,2356,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:18.110,2015-03-04T08:10:46.343,3386807,SAMEA3275506
SAMEA3275505,ERS667519,marine metagenome,0,"To understand the ocean water biodiversity in terms of chemically and microbiologically to explore the possibility to contribute to the blue economy through the identification of novel, ocean-derived biotechnologies.",ERC000027,"10L- Plastic bucket used to collect seawater from the surface. Multiparameter used to measure Conductivity, DO, pH and temperature. Refractometer used to measure salinity",2014-06-21T11:03:00+00,Bay of Bengal,"OSD_Faculty of Applied Sciences, Rajarata, University of Sri Lanka, Mihintale",2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,8.5216,8.5216,81.0521,81.0521,Bay of Bengal,NPL022,OSD147_2014-06-21_0m_NPL022,"To understand the ocean water biodiversity in terms of chemically and microbiologically to explore the possibility to contribute to the blue economy through the identification of novel, ocean-derived biotechnologies.",ERS667519,33,ERS667519,OSD-Jun-2014,Seawater samples were collected from the location which is about 1.5-2 km away from the coast. A small boat with outboard engine used to reached to the location.,"OSD147,Rajarata",28.8,OSD147_2014-06-21_0m_NPL022,ENVO:00000447,ENVO:00000569,ENVO:00002042,water,4273,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:17.953,2015-03-04T08:10:46.240,3386806,SAMEA3275505
SAMEA3275504,ERS667518,marine metagenome,0,Integration of general public\nCoupling of Citclops data,ERC000027,"Free falling water sampler (General Oceanics, Niskin sampling bottle)",2014-06-21T09:45:00+00,North Sea,OSD_Institut fuer Chemie und Biologie des Meeres (ICBM) at Carl von Ossietzky Universitaet Oldenburg,2015-03-03T17:02:18Z,2016-10-21T09:45:52Z,public,53.580926,53.580926,8.148636,8.148636,North Sea,NPL022,OSD148_2014-06-21_0m_NPL022,Integration of general public\nCoupling of Citclops data,ERS667518,31.14,ERS667518,OSD-Jun-2014,SDN:L06:31 FB Otzum,"OSD148,Wadden Sea",17.77,OSD148_2014-06-21_0m_NPL022,ENVO:00000447,ENVO:00002042,ENVO:00002010,water,2350,project name,project_name,project name,Micro B3,2015-03-03T00:00:00.000,2019-01-15T22:59:17.780,2015-03-04T08:10:46.127,3386805,SAMEA3275504
