Event Label	Basis	Campaign	Station	Device	Date/Time	Latitude	Longitude	Kd490 AMODIS at the sampling date	Kd490 AMODIS 8 days period	Kd490 AMODIS 30 days period	Kd490 GlobColour 8 days period	Kd490 GlobColour 30 days period	bbp470 8 days period	acCDOM 8 days period	"Kd(PAR) 30 days avg, eq.9"	"Kd(PAR) 30 days avg, eq.9'"	z(SD)	z(eu) GlobColour 8 days period	z(eu) Secchi Disk and AMODIS	z(eu) AMODIS 30 days avg from Kd(PAR)1	z(eu) AMODIS 30 days avg from Kd(PAR)2	UMLD from sigma theta	UMLD from temperature	Depth chl max 	Depth max Brunt Vaisala freq 	Depth max O2 	Depth min O2 	Depth nitracline 	Temp at depth 10m	Temp at the base of euphotic zone - Kd(PAR)1	Temp at the base of euphotic zone - Kd(PAR)2	Temp at the base of mixed layer - sigma theta	Temp at the depth of mixed layer - temperature	Temp at depth chl max	Temp at depth of max Brunt Vaisala freq	Temp at depth of max oxygent concentration	Temp at depth of min oxygent concentration	Temp at depth of nitracline	Sal at depth 10m	Sal at the base of euphotic zone - Kd(PAR)1	Sal at the base of euphotic zone - Kd(PAR)2	Sal at the base of mixed layer - sigma theta	Sal at the depth of mixed layer - Salerature	Sal at depth chl max	Sal at depth of max Brunt Vaisala freq	Sal at depth of max oxygent concentration	Sal at depth of min oxygent concentration	Sal at depth of nitracline	Sigma-theta at depth 10m	Sigma-theta at the base of euphotic zone - Kd(PAR)1	Sigma-theta at the base of euphotic zone - Kd(PAR)2	Sigma-theta at the base of mixed layer - sigma theta	Sigma-theta at the depth of mixed layer - Sigma-thetaerature	Sigma-theta at depth chl max	Sigma-theta at depth of max Brunt VaiSigma-thetaa freq	Sigma-theta at depth of max oxygent concentration	Sigma-theta at depth of min oxygent concentration	Sigma-theta at depth of nitracline	N**2 at depth 10m	N**2 at the base of euphotic zone - Kd(PAR)1	N**2 at the base of euphotic zone - Kd(PAR)2	N**2 at the base of mixed layer - sigma theta	N**2 at the depth of mixed layer - N**2erature	N**2 at depth chl max	N**2 at depth of max Brunt VaiN**2a freq	N**2 at depth of max oxygent concentration	N**2 at depth of min oxygent concentration	N**2 at depth of nitracline	Chl a at depth 10m	Chl a at the base of euphotic zone - Kd(PAR)1	Chl a at the base of euphotic zoChl a	Chl a at the base of mixed layer - sigma theta	Chl a at the depth of mixed layer - Chl aerature	Chl a at depth chl max	Chl a at depth of max BruChl aa freq	Chl a at depth of max oxygent concentration	Chl a at depth of min oxygent concentration	Chl a at depth of nitracline	Oxygen at depth 10m	Oxygen at the base of euphotic zone - Kd(PAR)1	Oxygen at the base of euphotic zoOxygen	Oxygen at the base of mixed layer - sigma theta	Oxygen at the depth of mixed layer - Oxygenerature	Oxygen at depth chl max	Oxygen at depth of max BruOxygena freq	Oxygen at depth of max oxygent concentration	Oxygen at depth of min oxygent concentration	Oxygen at depth of nitracline	NO3- at depth 10m	NO3- at the base of euphotic zone - Kd(PAR)1	NO3- at the base of euphotic zoNO3-	NO3- at the base of mixed layer - sigma theta	NO3- at the depth of mixed layer - NO3-erature	NO3- at depth chl max	NO3- at depth of max BruNO3-a freq	NO3- at depth of max NO3-t concentration	NO3- at depth of min NO3-t concentration	NO3- at depth of nitracline
TARA_20100120T1040Z_034_EVENT_NET	SV Tara	TARA_20100118Z	TARA_034	"Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5"	1/20/10 10:40	18.4183	39.865	NA	NA	0.04963	NA	NA	NA	NA	0.102668648	0.085496205	NA	NA	NA	42	51	28	63	22	81	13	244	150	27.67	27.612	27.6088	27.6496	27.5002	27.6713	25.7284	27.6715	21.6992	22.1242	38.8158	38.9044	38.9138	38.8343	39.1826	38.8159	39.9386	38.8158	40.6906	40.6198	25.2391	25.3272	25.336	25.2611	25.5741	25.2397	26.714	25.2388	28.5034	28.3223	5.69E-07	7.41E-06	2.37E-05	0.00010782	0.00028519	1.21E-06	0.00052212	1.69E-07	6.69E-06	5.08E-05	0.21249	0.16922	0.14335	0.24705	0.18188	0.22996	0.11119	0.21249	0	0	183.9035	183.9852	182.668	183.622	176.4211	183.7592	161.0532	185.0736	21.0077	74.8612	-0.20365	0.24412	-0.21337	0.7212	0.27682	-0.39268	2.6604	0.32102	16.5848	9.7502
TARA_20100120T0801Z_034_EVENT_NET	SV Tara	TARA_20100118Z	TARA_034	"Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3"	1/20/10 8:01	18.4	39.86	NA	NA	0.04963	NA	NA	NA	NA	0.102668648	0.085496205	NA	NA	NA	42	51	28	63	22	81	13	244	150	27.67	27.612	27.6088	27.6496	27.5002	27.6713	25.7284	27.6715	21.6992	22.1242	38.8158	38.9044	38.9138	38.8343	39.1826	38.8159	39.9386	38.8158	40.6906	40.6198	25.2391	25.3272	25.336	25.2611	25.5741	25.2397	26.714	25.2388	28.5034	28.3223	5.69E-07	7.41E-06	2.37E-05	0.00010782	0.00028519	1.21E-06	0.00052212	1.69E-07	6.69E-06	5.08E-05	0.21249	0.16922	0.14335	0.24705	0.18188	0.22996	0.11119	0.21249	0	0	183.9035	183.9852	182.668	183.622	176.4211	183.7592	161.0532	185.0736	21.0077	74.8612	-0.20365	0.24412	-0.21337	0.7212	0.27682	-0.39268	2.6604	0.32102	16.5848	9.7502
TARA_20100120T0445Z_034_EVENT_NET	SV Tara	TARA_20100118Z	TARA_034	"Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5"	1/20/10 4:45	18.3967	39.8767	NA	NA	0.04963	NA	NA	NA	NA	0.102668648	0.085496205	NA	NA	NA	42	51	27	64	60	75	28	201	147	27.611	27.5544	27.5423	27.6061	27.4313	27.5149	26.5201	27.5777	21.8234	22.1404	38.829	38.9288	38.94	38.8601	39.1539	39.0564	39.4186	38.9134	40.6691	40.6161	25.2684	25.3644	25.3775	25.2946	25.5753	25.4744	26.0704	25.3441	28.4491	28.3147	1.82E-06	1.66E-06	1.86E-05	0.00033956	0.00035402	0.00027106	0.00096087	0.00027354	NA	5.68E-05	0.16648	0.14414	0.16006	0.16958	0.26746	0.26746	0.24256	0.16958	0	0	184.2445	184.5987	184.3058	185.5407	165.4398	175.4455	150.6767	185.6755	39.5053	79.8971	0.051463	-0.91692	-0.60514	-1.3456	-0.66031	-0.80573	0.33776	-0.81073	15.1034	7.4376
TARA_20100120T0427Z_034_EVENT_PUMP	SV Tara	TARA_20100118Z	TARA_034	High Volume Peristaltic Pump	1/20/10 4:27	18.3967	39.875	NA	NA	0.04963	NA	NA	NA	NA	0.102668648	0.085496205	NA	NA	NA	42	51	27	64	60	75	28	201	147	27.611	27.5544	27.5423	27.6061	27.4313	27.5149	26.5201	27.5777	21.8234	22.1404	38.829	38.9288	38.94	38.8601	39.1539	39.0564	39.4186	38.9134	40.6691	40.6161	25.2684	25.3644	25.3775	25.2946	25.5753	25.4744	26.0704	25.3441	28.4491	28.3147	1.82E-06	1.66E-06	1.86E-05	0.00033956	0.00035402	0.00027106	0.00096087	0.00027354	NA	5.68E-05	0.16648	0.14414	0.16006	0.16958	0.26746	0.26746	0.24256	0.16958	0	0	184.2445	184.5987	184.3058	185.5407	165.4398	175.4455	150.6767	185.6755	39.5053	79.8971	0.051463	-0.91692	-0.60514	-1.3456	-0.66031	-0.80573	0.33776	-0.81073	15.1034	7.4376
TARA_20100113T1102Z_033_EVENT_CAST	SV Tara	TARA_20100108Z	TARA_033	Rosette Vertical Sampling System	1/13/10 10:54	22.1233	38.1983	NA	0.047344	0.046963	0.050389906	0.069973692	0.000995566	0.027315713	0.098743391	0.081780698	NA	60.91916084	NA	44	54	23	55	66	81	22	346	239	27.275	27.2203	27.0882	27.181	27.0882	26.9918	25.7776	27.1888	21.6104	21.7295	39.1345	39.2468	39.2229	39.1307	39.2229	39.2396	39.8439	39.1316	40.7072	40.6833	25.6077	25.7125	25.7384	25.6365	25.7384	25.783	26.6272	25.6345	28.5472	28.4889	1.27E-05	NA	6.17E-06	2.08E-05	6.17E-06	0.00011193	0.00025074	1.75E-05	1.28E-06	1.09E-05	0.092924	0.1299	0.12394	0.099699	0.12394	0.149	0.13938	0.099699	0	0	183.687	184.0864	183.8347	184.6942	183.8347	168.5002	163.712	184.7882	22.2352	46.6129	0.32479	0.20023	0.29391	0.00068025	0.29391	0.22127	1.6505	0.71327	16.6269	13.5667
TARA_20100113T1010Z_033_EVENT_NET	SV Tara	TARA_20100108Z	TARA_033	"Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3"	1/13/10 10:10	22.085	38.2083	NA	0.047344	0.046963	0.050381945	0.069615554	0.00098956	0.027402514	0.098743391	0.081780698	NA	60.94615746	NA	44	54	23	55	66	81	22	346	239	27.275	27.2203	27.0882	27.181	27.0882	26.9918	25.7776	27.1888	21.6104	21.7295	39.1345	39.2468	39.2229	39.1307	39.2229	39.2396	39.8439	39.1316	40.7072	40.6833	25.6077	25.7125	25.7384	25.6365	25.7384	25.783	26.6272	25.6345	28.5472	28.4889	1.27E-05	NA	6.17E-06	2.08E-05	6.17E-06	0.00011193	0.00025074	1.75E-05	1.28E-06	1.09E-05	0.092924	0.1299	0.12394	0.099699	0.12394	0.149	0.13938	0.099699	0	0	183.687	184.0864	183.8347	184.6942	183.8347	168.5002	163.712	184.7882	22.2352	46.6129	0.32479	0.20023	0.29391	0.00068025	0.29391	0.22127	1.6505	0.71327	16.6269	13.5667
TARA_20100113T0720Z_033_EVENT_NET	SV Tara	TARA_20100108Z	TARA_033	"Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5"	1/13/10 7:20	21.9467	38.2517	NA	0.049781	0.048403	0.049032526	0.070170164	0.000871292	0.027410462	0.100884221	0.083805771	NA	62.60403824	NA	43	52	34	56	30	77	45	153	153	27.3304	27.2315	27.1482	27.3314	27.1421	27.3331	26.2286	27.2108	22.4778	22.4778	39.1216	39.2643	39.2907	39.1528	39.2918	39.1358	39.8823	39.2676	40.5195	40.5195	25.5799	25.7219	25.7695	25.6048	25.7726	25.5912	26.5125	25.7312	28.144	28.144	1.89E-07	9.86E-05	2.31E-05	9.56E-05	1.27E-05	1.46E-05	0.00027156	7.46E-05	8.19E-05	8.19E-05	0.16578	0.19349	0.11751	0.27624	0.11751	0.25646	0.17789	0.17785	0	0	182.7622	184.7803	184.5791	177.4548	184.4026	180.2696	163.3991	185.1178	150.89	150.89	0.074824	0.12595	-0.34719	-0.44714	-0.68661	-0.49066	0.70177	0.35262	2.6099	2.6099
TARA_20100113T0716Z_033_EVENT_PUMP	SV Tara	TARA_20100108Z	TARA_033	High Volume Peristaltic Pump	1/13/10 7:16	21.9467	38.2517	NA	0.049781	0.048403	0.049032526	0.070170164	0.000871292	0.027410462	0.100884221	0.083805771	NA	62.60403824	NA	43	52	34	56	30	77	45	153	153	27.3304	27.2315	27.1482	27.3314	27.1421	27.3331	26.2286	27.2108	22.4778	22.4778	39.1216	39.2643	39.2907	39.1528	39.2918	39.1358	39.8823	39.2676	40.5195	40.5195	25.5799	25.7219	25.7695	25.6048	25.7726	25.5912	26.5125	25.7312	28.144	28.144	1.89E-07	9.86E-05	2.31E-05	9.56E-05	1.27E-05	1.46E-05	0.00027156	7.46E-05	8.19E-05	8.19E-05	0.16578	0.19349	0.11751	0.27624	0.11751	0.25646	0.17789	0.17785	0	0	182.7622	184.7803	184.5791	177.4548	184.4026	180.2696	163.3991	185.1178	150.89	150.89	0.074824	0.12595	-0.34719	-0.44714	-0.68661	-0.49066	0.70177	0.35262	2.6099	2.6099
TARA_20100111T1417Z_032_EVENT_PUMP	SV Tara	TARA_20100108Z	TARA_032	High Volume Peristaltic Pump	1/11/10 14:17	23.4183	37.245	0.037886	0.038209	0.034631	0.038506014	0.055487134	0.000999488	0.015176743	0.077453872	0.0618277	NA	79.92489624	NA	57	71	56	96	76	191	14	202	204	25.7118	26.1562	26.1734	25.9709	25.5573	26.1303	22.578	25.7163	22.4246	22.3894	40.0365	40.291	40.3898	40.1736	40.3761	40.3891	40.4921	40.0366	40.524	40.5335	26.7878	26.8416	26.9114	26.8121	27.0984	26.9249	28.0964	26.7868	28.1659	28.1834	2.53E-06	0.00010777	3.24E-05	0.00019057	0.00014311	6.50E-05	0.00016614	7.16E-07	9.76E-05	NA	0.036265	0.084091	0.21249	0.076131	0.10822	0.24256	0	0.038039	0	0	188.5541	183.3833	181.5106	184.4172	179.5694	180.3886	161.4933	187.9273	154.4426	154.9214	0.53745	0.26517	1.3669	1.1239	1.4087	0.71263	2.9197	0.5889	3.1806	3.5119
TARA_20100111T1415Z_032_EVENT_NET	SV Tara	TARA_20100108Z	TARA_032	"Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3"	1/11/10 14:15	23.4183	37.245	0.037886	0.038209	0.034631	0.038506014	0.055487134	0.000999488	0.015176743	0.077453872	0.0618277	NA	79.92489624	NA	57	71	29	101	82	167	35	439	333	25.8578	26.1703	26.2042	25.8104	25.7213	26.1346	23.5634	25.7827	21.5977	21.7145	39.906	40.2823	40.3654	39.9177	40.3751	40.3753	40.4117	40.0022	40.7124	40.6881	26.6434	26.8305	26.8832	26.6686	27.0462	26.9137	27.7427	26.7414	28.5601	28.5023	8.58E-06	NA	1.45E-05	7.23E-05	NA	3.81E-05	0.0001895	6.87E-05	2.17E-06	2.29E-06	0.00083321	0.10363	0.19743	0.032697	0.13667	0.24256	0.0025055	0.047682	0	0	188.1756	184.5093	182.298	188.0616	179.6895	181.7687	174.1097	187.4458	24.3117	77.016	0.082868	0.95334	0.12207	1.0835	1.1078	0.57232	1.5958	0.25164	18.3204	13.7943
TARA_20100111T1228Z_032_EVENT_NET	SV Tara	TARA_20100108Z	TARA_032	"Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5"	1/11/10 12:28	23.41	37.2383	0.037886	0.038209	0.034631	0.038506014	0.055487134	0.000999488	0.015176743	0.077453872	0.0618277	NA	79.92489624	NA	57	71	29	101	82	167	35	439	333	25.8578	26.1703	26.2042	25.8104	25.7213	26.1346	23.5634	25.7827	21.5977	21.7145	39.906	40.2823	40.3654	39.9177	40.3751	40.3753	40.4117	40.0022	40.7124	40.6881	26.6434	26.8305	26.8832	26.6686	27.0462	26.9137	27.7427	26.7414	28.5601	28.5023	8.58E-06	NA	1.45E-05	7.23E-05	NA	3.81E-05	0.0001895	6.87E-05	2.17E-06	2.29E-06	0.00083321	0.10363	0.19743	0.032697	0.13667	0.24256	0.0025055	0.047682	0	0	188.1756	184.5093	182.298	188.0616	179.6895	181.7687	174.1097	187.4458	24.3117	77.016	0.082868	0.95334	0.12207	1.0835	1.1078	0.57232	1.5958	0.25164	18.3204	13.7943
TARA_20100111T0837Z_032_EVENT_NET	SV Tara	TARA_20100108Z	TARA_032	"Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3"	1/11/10 8:37	23.3733	37.2167	0.037886	0.038209	0.034631	0.038256722	0.055318376	0.000984443	0.015434552	0.077453872	0.0618277	NA	80.29854965	NA	57	71	29	101	82	167	35	439	333	25.8578	26.1703	26.2042	25.8104	25.7213	26.1346	23.5634	25.7827	21.5977	21.7145	39.906	40.2823	40.3654	39.9177	40.3751	40.3753	40.4117	40.0022	40.7124	40.6881	26.6434	26.8305	26.8832	26.6686	27.0462	26.9137	27.7427	26.7414	28.5601	28.5023	8.58E-06	NA	1.45E-05	7.23E-05	NA	3.81E-05	0.0001895	6.87E-05	2.17E-06	2.29E-06	0.00083321	0.10363	0.19743	0.032697	0.13667	0.24256	0.0025055	0.047682	0	0	188.1756	184.5093	182.298	188.0616	179.6895	181.7687	174.1097	187.4458	24.3117	77.016	0.082868	0.95334	0.12207	1.0835	1.1078	0.57232	1.5958	0.25164	18.3204	13.7943
TARA_20100111T0721Z_032_EVENT_PUMP	SV Tara	TARA_20100108Z	TARA_032	High Volume Peristaltic Pump	1/11/10 7:21	23.36	37.2183	0.037886	0.038209	0.034631	0.038256722	0.055318376	0.000984443	0.015434552	0.077453872	0.0618277	NA	80.29854965	NA	57	71	28	104	78	170	13	216	208	25.8136	26.1846	26.2079	25.7907	25.6406	26.1714	23.7296	25.8138	22.4144	22.5493	39.9348	40.3102	40.3684	39.9592	40.3574	40.3716	40.4084	39.9346	40.5245	40.4975	26.6791	26.8469	26.8843	26.706	27.0586	26.8988	27.6905	26.679	28.1701	28.1099	1.38E-06	2.50E-05	2.19E-05	0.0001133	9.29E-05	6.91E-05	0.00015	4.80E-07	NA	6.67E-05	0	0.11119	0.16849	0.040949	0.11119	0.22036	0.038009	0.0038805	0	0	188.1296	183.9336	182.5466	187.7256	179.7774	182.1787	173.6788	188.6297	158.8184	160.7231	-0.50853	-0.47624	-0.29947	-0.54192	-0.54192	-0.44445	0.41248	-0.22453	2.0133	1.194
TARA_20100111T0721Z_032_EVENT_NET	SV Tara	TARA_20100108Z	TARA_032	"Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5"	1/11/10 7:21	23.36	37.2183	0.037886	0.038209	0.034631	0.038256722	0.055318376	0.000984443	0.015434552	0.077453872	0.0618277	NA	80.29854965	NA	57	71	28	104	78	170	13	216	208	25.8136	26.1846	26.2079	25.7907	25.6406	26.1714	23.7296	25.8138	22.4144	22.5493	39.9348	40.3102	40.3684	39.9592	40.3574	40.3716	40.4084	39.9346	40.5245	40.4975	26.6791	26.8469	26.8843	26.706	27.0586	26.8988	27.6905	26.679	28.1701	28.1099	1.38E-06	2.50E-05	2.19E-05	0.0001133	9.29E-05	6.91E-05	0.00015	4.80E-07	NA	6.67E-05	0	0.11119	0.16849	0.040949	0.11119	0.22036	0.038009	0.0038805	0	0	188.1296	183.9336	182.5466	187.7256	179.7774	182.1787	173.6788	188.6297	158.8184	160.7231	-0.50853	-0.47624	-0.29947	-0.54192	-0.54192	-0.44445	0.41248	-0.22453	2.0133	1.194
TARA_20100109T0925Z_031_EVENT_NET	SV Tara	TARA_20100108Z	TARA_031	"Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3"	1/9/10 9:25	27.1483	34.8117	NA	0.033501	0.033115	0.036947213	0.053365961	0.000736472	0.014493121	0.07430268	0.058903177	NA	82.83066559	NA	57	72	49	53	85	87	14	517	139	24.919	24.6087	24.565	24.9154	24.7647	24.2184	24.122	24.9109	21.5777	22.1939	40.1278	40.2642	40.3034	40.1585	40.2487	40.3812	40.3794	40.1279	40.7246	40.5577	27.1048	27.3066	27.3506	27.1317	27.2466	27.5163	27.5445	27.1076	28.5796	28.2545	1.56E-05	5.46E-06	4.64E-05	4.85E-05	0.0002913	9.28E-05	0.00019443	4.34E-06	6.12E-07	0.00010234	0.010433	0.097474	0.1299	0.049348	0.077013	0.25728	0.28338	0.034181	0	0.067854	192.0722	191.0193	190.1091	189.6758	191.1658	185.2555	184.0905	191.5619	48.992	158.0379	-0.04932	0.088593	0.18544	0.11457	-0.13728	-0.13728	-0.13728	-0.046842	14.4771	2.2107
TARA_20100109T0737Z_031_EVENT_NET	SV Tara	TARA_20100108Z	TARA_031	"Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5"	1/9/10 7:37	27.155	34.83	NA	0.033365	0.034615	0.036789244	0.05321536	0.000741529	0.014418556	0.077421442	0.061797566	NA	83.38417435	NA	55	69	47	53	80	89	60	293	160	25.0581	24.5962	24.5032	25.0366	24.889	24.4495	23.9775	24.565	21.679	22.0808	40.1724	40.2694	40.3009	40.198	40.23	40.3667	40.4131	40.2815	40.6916	40.582	27.0952	27.3144	27.3677	27.1238	27.194	27.4344	27.6139	27.3333	28.5127	28.3068	4.12E-07	0.00017664	1.94E-05	3.87E-05	0.00045691	0.0001574	0.00015306	1.39E-05	6.52E-06	2.98E-05	0.040949	0.10459	0.13732	0.091086	0.10085	0.22508	0.23609	0.11119	0.0010661	0.040949	189.5063	189.8935	189.7232	188.587	189.4835	183.792	182.3264	189.6095	101.2817	151.9316	-0.13728	-0.13728	-0.13728	-0.13728	-0.13728	-0.13728	-0.13728	-0.13728	8.3303	2.5212
TARA_20100109T0715Z_031_EVENT_PUMP	SV Tara	TARA_20100108Z	TARA_031	High Volume Peristaltic Pump	1/9/10 7:15	27.16	34.835	NA	0.033365	0.034615	0.036789244	0.05321536	0.000741529	0.014418556	0.077421442	0.061797566	NA	83.38417435	NA	55	69	47	53	80	89	60	293	160	25.0581	24.5962	24.5032	25.0366	24.889	24.4495	23.9775	24.565	21.679	22.0808	40.1724	40.2694	40.3009	40.198	40.23	40.3667	40.4131	40.2815	40.6916	40.582	27.0952	27.3144	27.3677	27.1238	27.194	27.4344	27.6139	27.3333	28.5127	28.3068	4.12E-07	0.00017664	1.94E-05	3.87E-05	0.00045691	0.0001574	0.00015306	1.39E-05	6.52E-06	2.98E-05	0.040949	0.10459	0.13732	0.091086	0.10085	0.22508	0.23609	0.11119	0.0010661	0.040949	189.5063	189.8935	189.7232	188.587	189.4835	183.792	182.3264	189.6095	101.2817	151.9316	-0.13728	-0.13728	-0.13728	-0.13728	-0.13728	-0.13728	-0.13728	-0.13728	8.3303	2.5212
TARA_20091124T0945Z_026_EVENT_NET	SV Tara	TARA_20091122Z	TARA_026	"Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3"	11/24/09 9:45	38.4367	20.1875	NA	0.050955	0.050703	0.048984699	0.069603793	0.000966652	0.029688658	0.104201355	0.086949956	NA	62.78419495	NA	37	45	47	46	58	57	56	475	NA	19.0424	19.0049	18.9124	18.7219	18.9124	16.4173	16.5836	16.8268	14.2344	NA	38.546	38.5358	38.5088	38.4603	38.5088	38.6197	38.6149	38.6133	39.0504	NA	27.5873	27.5906	27.5946	27.6069	27.5946	28.301	28.2575	28.1977	29.1453	NA	6.98E-07	9.38E-07	7.82E-05	0.00014567	7.82E-05	0.0004102	0.00050643	0.00063275	NA	NA	0.1299	0.1299	0.15243	0.15802	0.15243	0.20279	0.2029	0.2029	0.022607	NA	213.7286	214.5802	214.5306	216.9445	214.5306	241.8923	241.6007	239.6494	182.9835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_20091124T0744Z_026_EVENT_NET	SV Tara	TARA_20091122Z	TARA_026	"Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5"	11/24/09 7:44	38.4735	20.1718	NA	0.046399	0.047773	0.048935559	0.06933907	0.000972983	0.030213932	0.099954046	0.082925488	NA	62.75863266	NA	39	47	49	48	55	63	60	203	NA	19.1724	19.163	18.9884	18.8255	18.9884	17.9622	16.4403	16.8078	14.6634	NA	38.5405	38.5343	38.4888	38.4569	38.4888	38.5465	38.6624	38.6506	39.0501	NA	27.5492	27.5484	27.5597	27.5776	27.5597	27.8665	28.3284	28.231	29.0411	NA	1.42E-06	1.31E-07	0.00010619	0.00027472	0.00010619	0.0013554	0.00027641	0.00040294	NA	NA	0.1299	0.1299	0.15368	0.16578	0.15368	0.18188	0.19078	0.19301	0.0072342	NA	212.3226	213.2375	212.4458	213.5079	212.4458	225.1568	230.2535	227.7326	186.5605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_20091124T0740Z_026_EVENT_PUMP	SV Tara	TARA_20091122Z	TARA_026	High Volume Peristaltic Pump	11/24/09 7:40	38.4761	20.1705	NA	0.046399	0.047773	0.048935559	0.06933907	0.000972983	0.030213932	0.099954046	0.082925488	NA	62.75863266	NA	39	47	49	48	55	63	60	203	NA	19.1724	19.163	18.9884	18.8255	18.9884	17.9622	16.4403	16.8078	14.6634	NA	38.5405	38.5343	38.4888	38.4569	38.4888	38.5465	38.6624	38.6506	39.0501	NA	27.5492	27.5484	27.5597	27.5776	27.5597	27.8665	28.3284	28.231	29.0411	NA	1.42E-06	1.31E-07	0.00010619	0.00027472	0.00010619	0.0013554	0.00027641	0.00040294	NA	NA	0.1299	0.1299	0.15368	0.16578	0.15368	0.18188	0.19078	0.19301	0.0072342	NA	212.3226	213.2375	212.4458	213.5079	212.4458	225.1568	230.2535	227.7326	186.5605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_20091123T1620Z_025_EVENT_NET	SV Tara	TARA_20091122Z	TARA_025	"Plankton net+sieve, type=Bongo, mesh(µm)=180, mouth(m^2)=0.258319, length(m)=3"	11/23/09 16:20	39.3833	19.4183	NA	0.055318	0.050459	0.04834941	0.071004152	0.000912635	0.03335277	0.103855	0.086621301	NA	63.96070671	NA	36	44	32	32	52	42	36	172	NA	18.1936	16.3975	15.4103	18.1821	18.1821	14.9608	15.633	16.8797	14.5283	NA	38.359	38.5373	38.6533	38.3615	38.3615	38.6891	38.6421	38.493	39.0516	NA	27.6632	28.2418	28.5617	27.6689	27.6689	28.6917	28.5018	28.0919	29.0712	NA	8.36E-07	0.001101	0.00012665	0.00039595	0.00039595	8.63E-05	0.00034926	0.0011786	1.12E-05	NA	0.12783	0.15491	0.16105	0.1299	0.1299	0.18188	0.16105	0.1523	0.0036254	NA	217.8479	241.0818	238.4221	225.1307	225.1307	227.5123	241.9302	238.3334	184.7907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_20091123T1352Z_025_EVENT_PUMP	SV Tara	TARA_20091122Z	TARA_025	High Volume Peristaltic Pump	11/23/09 13:52	39.3991	19.3997	NA	0.055318	0.050459	0.050079463	0.072608892	0.001137407	0.034440059	0.103855	0.086621301	NA	61.92813492	NA	36	44	30	31	47	44	39	785	NA	18.4206	17.0755	15.5634	18.2844	18.2427	15.3943	15.6482	16.682	13.7993	NA	38.3755	38.4782	38.5891	38.3638	38.3626	38.6191	38.5821	38.5359	38.9462	NA	27.618	28.0332	28.4772	27.6446	27.6544	28.5393	28.4523	28.1728	29.1694	NA	8.67E-06	0.0012459	0.00029771	6.77E-05	6.37E-05	NA	0.00035893	0.00068955	NA	NA	0.1299	0.17281	0.18612	0.12758	0.1299	0.1878	0.18565	0.17281	0.0081429	NA	217.1568	237.6633	238.2795	218.1565	218.5947	240.0798	236.2596	237.1271	173.0524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_20091123T1308Z_025_EVENT_NET	SV Tara	TARA_20091122Z	TARA_025	"Plankton net+sieve, type=Double, mesh(µm)=20, mouth(m^2)=0.192442, length(m)=2.5"	11/23/09 13:08	39.4046	19.3886	NA	0.055318	0.050459	0.050079463	0.072608892	0.001137407	0.034440059	0.103855	0.086621301	NA	61.92813492	NA	36	44	30	31	47	44	39	785	NA	18.4206	17.0755	15.5634	18.2844	18.2427	15.3943	15.6482	16.682	13.7993	NA	38.3755	38.4782	38.5891	38.3638	38.3626	38.6191	38.5821	38.5359	38.9462	NA	27.618	28.0332	28.4772	27.6446	27.6544	28.5393	28.4523	28.1728	29.1694	NA	8.67E-06	0.0012459	0.00029771	6.77E-05	6.37E-05	NA	0.00035893	0.00068955	NA	NA	0.1299	0.17281	0.18612	0.12758	0.1299	0.1878	0.18565	0.17281	0.0081429	NA	217.1568	237.6633	238.2795	218.1565	218.5947	240.0798	236.2596	237.1271	173.0524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
