SampleID_Tara	BioSample	Chlorophyll Sensor	Depth	Description	ENA checklist	Environment (Biome)	Environment (Feature)	Environment (Material)	Environmental Package	Event Date/Time End	Event Date/Time Start	Event Label	INSDC center alias	INSDC center name	INSDC first public	INSDC last update	INSDC status	Last Update Date	Latitude End	Latitude Start	Longitude End	Longitude Start	Marine Region	Nitrate Sensor	Oxygen Sensor	Project Name	Protocol Label	SRA accession	Salinity Sensor	Sample Collection Device	Sample Name	Sample Status	Sampling Campaign	Sampling Platform	Sampling Station	Size Fraction Upper Threshold	Temperature	Title
TARA_R100001198	SAMEA2620925	0.272648	30	This sample (TARA_R100001198) was collected during the Tara Oceans expedition (2009-2013) at station TARA_065 (latitudeN=-35.2421, longitudeE=26.3048) on date/time=2010-07-12T11:03:22, using a ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 30-30 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100001199,TARA_R100001200.	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-07-12T12:12	2010-07-12T11:03	TARA_20100712T1106Z_065_Combined-EVENTS_CAST	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:48:37Z	public	2014-05-01Z	-35.2528	-35.2421	26.317	26.3048	(search radius=5 degrees) Marine Province:Agulhas (MRGID:21760), Marine Province:Northern New Zealand (MRGID:21786), Marine Ecoregion:Natal (MRGID:21805), Marine Ecoregion:Agulhas Bank (MRGID:21806)	99999	206.43725	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS490120	99999	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	ERS490120	This version can be used to provide data discovery services	TARA_20100624Z	SV Tara	TARA_065	0.22	21.81495	TARA_20100712T1106Z_065_Combined-EVENTS_CAST_MB_D_(30 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100001198
TARA_R100001230	SAMEA2620879	0.215292	5	This sample (TARA_R100001230) was collected during the Tara Oceans expedition (2009-2013) at station TARA_065 (latitudeN=-35.1728, longitudeE=26.2868) on date/time=2010-07-12T05:59, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100001231,TARA_R100001232.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-07-12T09:00	2010-07-12T05:59	TARA_20100712T0559Z_065_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:48:37Z	public	2014-05-01Z	-35.2087	-35.1728	26.2932	26.2868	(search radius=5 degrees) Marine Province:Agulhas (MRGID:21760), Marine Province:Northern New Zealand (MRGID:21786), Marine Ecoregion:Natal (MRGID:21805), Marine Ecoregion:Agulhas Bank (MRGID:21806)	99999	207.0439	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS490053	35.44666	PUMP (High Volume Peristaltic Pump)	ERS490053	This version can be used to provide data discovery services	TARA_20100624Z	SV Tara	TARA_065	0.22	21.81684	TARA_20100712T0559Z_065_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100001230
TARA_R100000315	SAMEA2620852	0.214573	65	This sample (TARA_R100000315) was collected during the Tara Oceans expedition (2009-2013) at station TARA_064 (latitudeN=-29.5333, longitudeE=37.9117) on date/time=2010-07-08T06:21, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 63-67 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000317,TARA_R100000316.	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-07-08T08:50	2010-07-08T06:21	TARA_20100708T0621Z_064_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:48:40Z	public	2014-05-01Z	-29.5123	-29.5333	37.8586	37.9117		-0.112031	207.446227	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS490026	35.335545	PUMP (High Volume Peristaltic Pump) with ECOTriplet	ERS490026	This version can be used to provide data discovery services	TARA_20100624Z	SV Tara	TARA_064	0.22	22.250309	TARA_20100708T0621Z_064_EVENT_PUMP_P_D_(65 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000315
TARA_R100000322	SAMEA2620812	0.162993	5	This sample (TARA_R100000322) was collected during the Tara Oceans expedition (2009-2013) at station TARA_064 (latitudeN=-29.5019, longitudeE=37.9889) on date/time=2010-07-07T04:48, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000323,TARA_R100000324.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-07-07T07:45	2010-07-07T04:48	TARA_20100707T0448Z_064_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:02Z	2015-11-04T11:48:43Z	public	2014-05-01Z	-29.5023	-29.5019	37.9965	37.9889		99999	210.00775	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS489943	35.334717	PUMP (High Volume Peristaltic Pump)	ERS489943	This version can be used to provide data discovery services	TARA_20100624Z	SV Tara	TARA_064	0.22	22.165567	TARA_20100707T0448Z_064_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000322
TARA_R100000234	SAMEA2620588	0.394226	75	This sample (TARA_R100000234) was collected during the Tara Oceans expedition (2009-2013) at station TARA_052 (latitudeN=-16.9534, longitudeE=53.9601) on date/time=2010-05-17T11:42, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 73-77 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000235,TARA_R100000236.	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-05-17T13:50	2010-05-17T11:42	TARA_20100517T1142Z_052_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:01Z	2015-11-04T11:48:13Z	public	2014-05-01Z	-16.9675	-16.9534	53.9199	53.9601	(search radius=5 degrees) Marine Ecoregion:Cargados Carajos/Tromelin Island (MRGID:22029)	0.244232	192.55925	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS489603	34.910755	PUMP (High Volume Peristaltic Pump) with ECOTriplet	ERS489603	This version can be used to provide data discovery services	TARA_20100515Z	SV Tara	TARA_052	0.22	24.89426	TARA_20100517T1142Z_052_EVENT_PUMP_P_D_(75 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000234
TARA_R100000406	SAMEA2620384	0.121909	5	This sample (TARA_R100000406) was collected during the Tara Oceans expedition (2009-2013) at station TARA_046 (latitudeN=-0.6625, longitudeE=73.161) on date/time=2010-04-15T02:01, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000407,TARA_R100000408.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-04-15T05:28	2010-04-15T02:01	TARA_20100415T0201Z_046_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:01Z	2015-11-04T11:48:24Z	public	2014-05-01Z	-0.6623	-0.6625	73.1611	73.161	(search radius=5 degrees) Marine Province:Central Indian Ocean Islands (MRGID:21774)	0.477267	185.733167	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS489285	35.111283	PUMP (High Volume Peristaltic Pump)	ERS489285	This version can be used to provide data discovery services	TARA_20100410Z	SV Tara	TARA_046	0.22	30.12565	TARA_20100415T0201Z_046_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000406
TARA_R100000152	SAMEA2620273	0.388348	80	This sample (TARA_R100000152) was collected during the Tara Oceans expedition (2009-2013) at station TARA_042 (latitudeN=5.9998, longitudeE=73.9067) on date/time=2010-04-04T09:50, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 78-82 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000153,TARA_R100000154.	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-04-04T11:50	2010-04-04T09:50	TARA_20100404T0950Z_042_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:01Z	2015-11-04T11:48:28Z	public	2014-05-01Z	5.9997	5.9998	73.914	73.9067	(search radius=5 degrees) Marine Province:Central Indian Ocean Islands (MRGID:21774), Marine Ecoregion:Maldives (MRGID:21835)	0.569531	132.77885	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS489148	35.103505	PUMP (High Volume Peristaltic Pump) with ECOTriplet	ERS489148	This version can be used to provide data discovery services	TARA_20100327Z	SV Tara	TARA_042	0.22	27.723425	TARA_20100404T0950Z_042_EVENT_PUMP_P_D_(80 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000152
TARA_R100000149	SAMEA2620256	0.006724	5	This sample (TARA_R100000149) was collected during the Tara Oceans expedition (2009-2013) at station TARA_042 (latitudeN=6.0001, longitudeE=73.8955) on date/time=2010-04-04T02:47, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000150,TARA_R100000151.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-04-04T06:33	2010-04-04T02:47	TARA_20100404T0247Z_042_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:01Z	2015-11-04T11:48:18Z	public	2014-05-01Z	6.0124	6.0001	73.8985	73.8955	(search radius=5 degrees) Marine Province:Central Indian Ocean Islands (MRGID:21774), Marine Ecoregion:Maldives (MRGID:21835)	-1.47882	189.25475	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS489113	34.56155	PUMP (High Volume Peristaltic Pump)	ERS489113	This version can be used to provide data discovery services	TARA_20100327Z	SV Tara	TARA_042	0.22	29.980283	TARA_20100404T0247Z_042_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000149
TARA_R100000458	SAMEA2620227	0.47554	60	This sample (TARA_R100000458) was collected during the Tara Oceans expedition (2009-2013) at station TARA_041 (latitudeN=14.5536, longitudeE=70.0128) on date/time=2010-03-30T10:56, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 58-62 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000459,TARA_R100000460.	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-03-30T12:20	2010-03-30T10:56	TARA_20100330T1056Z_041_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:01Z	2015-11-04T11:48:09Z	public	2014-05-01Z	14.5375	14.5536	70.0244	70.0128	(search radius=5 degrees) Marine Province:West and South Indian Shelf (MRGID:21777)	-0.224514	148.328125	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS489084	36.496162	PUMP (High Volume Peristaltic Pump) with ECOTriplet	ERS489084	This version can be used to provide data discovery services	TARA_20100327Z	SV Tara	TARA_041	0.22	27.117663	TARA_20100330T1056Z_041_EVENT_PUMP_P_D_(60 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000458
TARA_R100000455	SAMEA2620210	0.020173	5	This sample (TARA_R100000455) was collected during the Tara Oceans expedition (2009-2013) at station TARA_041 (latitudeN=14.6059, longitudeE=69.9776) on date/time=2010-03-30T02:47, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000456,TARA_R100000457.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-03-30T05:40	2010-03-30T02:47	TARA_20100330T0247Z_041_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:01Z	2015-11-04T11:48:24Z	public	2014-05-01Z	14.5	14.6059	70	69.9776	(search radius=5 degrees) Marine Province:West and South Indian Shelf (MRGID:21777)	-1.343153	187.42925	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS489059	36.024883	PUMP (High Volume Peristaltic Pump)	ERS489059	This version can be used to provide data discovery services	TARA_20100327Z	SV Tara	TARA_041	0.22	29.089367	TARA_20100330T0247Z_041_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000455
TARA_R100000482	SAMEA2620094	0.17638	25	This sample (TARA_R100000482) was collected during the Tara Oceans expedition (2009-2013) at station TARA_039 (latitudeN=18.5839, longitudeE=66.4727) on date/time=2010-03-18T11:33, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 23-27 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000483,TARA_R100000484.	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-03-18T12:32	2010-03-18T11:33	TARA_20100318T1133Z_039_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:01Z	2015-11-04T11:48:25Z	public	2014-05-01Z	18.5679	18.5839	66.4581	66.4727		-0.611888	192.95875	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS488929	36.332317	PUMP (High Volume Peristaltic Pump) with ECOTriplet	ERS488929	This version can be used to provide data discovery services	TARA_20100309Z	SV Tara	TARA_039	0.22	26.812225	TARA_20100318T1133Z_039_EVENT_PUMP_P_D_(25 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000482
TARA_R100000479	SAMEA2620078	0.099089	5	This sample (TARA_R100000479) was collected during the Tara Oceans expedition (2009-2013) at station TARA_039 (latitudeN=18.5918, longitudeE=66.622) on date/time=2010-03-18T04:27, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000480,TARA_R100000481.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-03-18T08:32	2010-03-18T04:27	TARA_20100318T0427Z_039_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:01Z	2015-11-04T11:48:15Z	public	2014-05-01Z	18.5706	18.5918	66.5023	66.622		-1.415582	193.3535	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS488892	36.285367	PUMP (High Volume Peristaltic Pump)	ERS488892	This version can be used to provide data discovery services	TARA_20100309Z	SV Tara	TARA_039	0.22	26.81765	TARA_20100318T0427Z_039_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000479
TARA_R100000084	SAMEA2620027	0.604752	25	This sample (TARA_R100000084) was collected during the Tara Oceans expedition (2009-2013) at station TARA_038 (latitudeN=19.0284, longitudeE=64.5126) on date/time=2010-03-15T11:18, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 23-27 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000085,TARA_R100000086.	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-03-15T12:46	2010-03-15T11:18	TARA_20100315T1118Z_038_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:01Z	2015-11-04T11:48:16Z	public	2014-05-01Z	19.0108	19.0284	64.532	64.5126		1.230122	154.699917	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS488836	99999	PUMP (High Volume Peristaltic Pump) with ECOTriplet	ERS488836	This version can be used to provide data discovery services	TARA_20100309Z	SV Tara	TARA_038	0.22	25.494408	TARA_20100315T1118Z_038_EVENT_PUMP_P_D_(25 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000084
TARA_R100000081	SAMEA2620014	0.161808	5	This sample (TARA_R100000081) was collected during the Tara Oceans expedition (2009-2013) at station TARA_038 (latitudeN=19.0393, longitudeE=64.4913) on date/time=2010-03-15T03:35, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000082,TARA_R100000083.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-03-15T05:53	2010-03-15T03:35	TARA_20100315T0335Z_038_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:01Z	2015-11-04T11:48:09Z	public	2014-05-01Z	19.0342	19.0393	64.5162	64.4913		0.889376	199.9355	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS488813	36.617917	PUMP (High Volume Peristaltic Pump)	ERS488813	This version can be used to provide data discovery services	TARA_20100309Z	SV Tara	TARA_038	0.22	26.2314	TARA_20100315T0335Z_038_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000081
TARA_R100000030	SAMEA2619962	0.353707	17	This sample (TARA_R100000030) was collected during the Tara Oceans expedition (2009-2013) at station TARA_036 (latitudeN=20.8222, longitudeE=63.5133) on date/time=2010-03-12T12:23, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 15-19 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000031,TARA_R100000032.	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-03-12T12:33	2010-03-12T12:23	TARA_20100312T1223Z_036_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:01Z	2015-11-04T11:48:09Z	public	2014-05-01Z	20.8199	20.8222	63.5138	63.5133	(search radius=5 degrees) Marine Ecoregion:Gulf of Oman (MRGID:4267)	0.367767	211.606583	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS488757	36.549267	PUMP (High Volume Peristaltic Pump) with ECOTriplet	ERS488757	This version can be used to provide data discovery services	TARA_20100309Z	SV Tara	TARA_036	0.22	25.37395	TARA_20100312T1223Z_036_EVENT_PUMP_P_D_(17 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000030
TARA_R100000028	SAMEA2619950	0.129697	5	This sample (TARA_R100000028) was collected during the Tara Oceans expedition (2009-2013) at station TARA_036 (latitudeN=20.8183, longitudeE=63.5047) on date/time=2010-03-12T06:06, using a PUMP (High Volume Peristaltic Pump). The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 3-7 m, targeting a surface water layer (ENVO:00002042) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000027,TARA_R100000029.	ERC000030	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-03-12T06:56	2010-03-12T06:06	TARA_20100312T0606Z_036_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:01Z	2015-11-04T11:48:18Z	public	2014-05-01Z	20.8151	20.8183	63.5046	63.5047	(search radius=5 degrees) Marine Ecoregion:Gulf of Oman (MRGID:4267)	99999	104.908417	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS488737	36.530058	PUMP (High Volume Peristaltic Pump)	ERS488737	This version can be used to provide data discovery services	TARA_20100309Z	SV Tara	TARA_036	0.22	25.581433	TARA_20100312T0606Z_036_EVENT_PUMP_P_S_(5 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000028
TARA_R100000008	SAMEA2619923	0.181406	60	This sample (TARA_R100000008) was collected during the Tara Oceans expedition (2009-2013) at station TARA_034 (latitudeN=18.4417, longitudeE=39.8567) on date/time=2010-01-20T11:50, using a PUMP (High Volume Peristaltic Pump) with ECOTriplet. The sample material (saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)) was collected at a depth of 58-62 m, targeting a deep chlorophyll maximum layer (ENVO:xxxxxxxx) in the marine biome (ENVO:00000447). The sample was size-fractionated (<-0.22 micrometres), and stored in liquid nitrogen for later detection of virus nucleic acid sequences by pyrosequencing methods, and for later metagenomics analysis. This sample has replicate sample(s): TARA_R100000009,TARA_R100000010.	ERC000030	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)	water	2010-01-20T13:43	2010-01-20T11:50	TARA_20100120T1150Z_034_EVENT_PUMP	GSC	Genoscope	2014-09-05T17:01:01Z	2015-11-04T11:48:07Z	public	2014-05-01Z	18.49	18.4417	39.8483	39.8567	(search radius=5 degrees) Marine Province:Red Sea and Gulf of Aden (MRGID:21776), Marine Ecoregion:Southern Red Sea (MRGID:21918)	0.08645	175.384083	Tara Oceans expedition (2009-2013)	VIRUS_NUC-Fe_W<-0.22	ERS488701	38.916583	PUMP (High Volume Peristaltic Pump) with ECOTriplet	ERS488701	This version can be used to provide data discovery services	TARA_20100108Z	SV Tara	TARA_034	0.22	27.589917	TARA_20100120T1150Z_034_EVENT_PUMP_P_D_(60 m)_VIRUS_NUC-Fe_W<-0.22_TARA_R100000008
