SampleID_Tara	SampleID_NCBI	SampleID_SRA	Station label	Event label	Environmental feature	"Depth, nominal"	"Size fraction, upper threshold"	Sample material	Sample method	Sample code/label	Distance	Duration	File name	Number of observations	Chlorophyll c3_min	Chlorophyll c3_first_quartile	Chlorophyll c3_median	Chlorophyll c3_third_quartile	Chlorophyll c3_max	Chlorophyll c1+c2_min	Chlorophyll c1+c2_first_quartile	Chlorophyll c1+c2_median	Chlorophyll c1+c2_third_quartile	Chlorophyll c1+c2_max	Chlorophyllide a_min	Chlorophyllide a_first_quartile	Chlorophyllide a_median	Chlorophyllide a_third_quartile	Chlorophyllide a_max	Peridinin_min	Peridinin_first_quartile	Peridinin_median	Peridinin_third_quartile	Peridinin_max	Phaeophorbide a_min	Phaeophorbide a_first_quartile	Phaeophorbide a_median	Phaeophorbide a_third_quartile	Phaeophorbide a_max	19-Butanoyloxyfucoxanthin_min	19-Butanoyloxyfucoxanthin_first_quartile	19-Butanoyloxyfucoxanthin_median	19-Butanoyloxyfucoxanthin_third_quartile	19-Butanoyloxyfucoxanthin_max	Fucoxanthin_min	Fucoxanthin_first_quartile	Fucoxanthin_median	Fucoxanthin_third_quartile	Fucoxanthin_max	Neoxanthin_min	Neoxanthin_first_quartile	Neoxanthin_median	Neoxanthin_third_quartile	Neoxanthin_max	Prasinoxanthin_min	Prasinoxanthin_first_quartile	Prasinoxanthin_median	Prasinoxanthin_third_quartile	Prasinoxanthin_max	Violaxanthin_min	Violaxanthin_first_quartile	Violaxanthin_median	Violaxanthin_third_quartile	Violaxanthin_max	19-Hexanoyloxyfucoxanthin_min	19-Hexanoyloxyfucoxanthin_first_quartile	19-Hexanoyloxyfucoxanthin_median	19-Hexanoyloxyfucoxanthin_third_quartile	19-Hexanoyloxyfucoxanthin_max	Diadinoxanthin_min	Diadinoxanthin_first_quartile	Diadinoxanthin_median	Diadinoxanthin_third_quartile	Diadinoxanthin_max	Alloxanthin_min	Alloxanthin_first_quartile	Alloxanthin_median	Alloxanthin_third_quartile	Alloxanthin_max	Diatoxanthin_min	Diatoxanthin_first_quartile	Diatoxanthin_median	Diatoxanthin_third_quartile	Diatoxanthin_max	Zeaxanthin_min	Zeaxanthin_first_quartile	Zeaxanthin_median	Zeaxanthin_third_quartile	Zeaxanthin_max	Lutein_min	Lutein_first_quartile	Lutein_median	Lutein_third_quartile	Lutein_max	Bacteriochlorophyll a_min	Bacteriochlorophyll a_first_quartile	Bacteriochlorophyll a_median	Bacteriochlorophyll a_third_quartile	Bacteriochlorophyll a_max	Divinyl chlorophyll b_min	Divinyl chlorophyll b_first_quartile	Divinyl chlorophyll b_median	Divinyl chlorophyll b_third_quartile	Divinyl chlorophyll b_max	Chlorophyll b_min	Chlorophyll b_first_quartile	Chlorophyll b_median	Chlorophyll b_third_quartile	Chlorophyll b_max	Chlorophyll b plus divinyl chlorophyll b_min	Chlorophyll b plus divinyl chlorophyll b_first_quartile	Chlorophyll b plus divinyl chlorophyll b_median	Chlorophyll b plus divinyl chlorophyll b_third_quartile	Chlorophyll b plus divinyl chlorophyll b_max	Divinyl chlorophyll a_min	Divinyl chlorophyll a_first_quartile	Divinyl chlorophyll a_median	Divinyl chlorophyll a_third_quartile	Divinyl chlorophyll a_max	Chlorophyll a_min	Chlorophyll a_first_quartile	Chlorophyll a_median	Chlorophyll a_third_quartile	Chlorophyll a_max	"Chlorophyll a, total_min"	"Chlorophyll a, total_first_quartile"	"Chlorophyll a, total_median"	"Chlorophyll a, total_third_quartile"	"Chlorophyll a, total_max"	Phaeophytin a_min	Phaeophytin a_first_quartile	Phaeophytin a_median	Phaeophytin a_third_quartile	Phaeophytin a_max	Carotene_min	Carotene_first_quartile	Carotene_median	Carotene_third_quartile	Carotene_max
TARA_R100001230	SAMEA2620879	ERS490053	TARA_065	TARA_20100712T0559Z_065_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	TARA_065_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100712T0559Z_065_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100001230	760.0193	P03DT06H27M	tara_20100715t1230z_066_event_cast	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_R100000315	SAMEA2620852	ERS490026	TARA_064	TARA_20100708T0621Z_064_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	65	0.22	TARA_064_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100708T0621Z_064_EVENT_PUMP_DCM_(65m)_SEQ-(FeCl3)_W<0.22_R100000315	5.6548	P00DT21H06M	tara_20100707t0919z_064_event_cast	2	0.0175	0.0175	0.02125	0.025	0.025	0.0184	0.0184	0.0203	0.0222	0.0222	0	0	0	0	0	0.0024	0.0024	0.0024	0.0024	0.0024	0	0	0	0	0	0.0135	0.0135	0.01725	0.021	0.021	0.0167	0.0167	0.02	0.0233	0.0233	0.0015	0.0015	0.0017	0.0019	0.0019	0.0047	0.0047	0.0047	0.0047	0.0047	0	0	0	0	0	0.0279	0.0279	0.033	0.0381	0.0381	0.0036	0.0036	0.00395	0.0043	0.0043	0.0019	0.0019	0.0023	0.0027	0.0027	0	0	0	0	0	0.0376	0.0376	0.04755	0.0575	0.0575	0	0	0	0	0	9.00E-04	9.00E-04	0.00105	0.0012	0.0012	0	0	0	0	0	0.034	0.034	0.0367	0.0394	0.0394	0.034	0.034	0.0367	0.0394	0.0394	0.0937	0.0937	0.1115	0.1293	0.1293	0.1951	0.1951	0.2046	0.2141	0.2141	0.3078	0.3078	0.31605	0.3243	0.3243	0	0	0	0	0	0.0203	0.0203	0.0223	0.0243	0.0243
TARA_R100000322	SAMEA2620812	ERS489943	TARA_064	TARA_20100707T0448Z_064_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	TARA_064_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100707T0448Z_064_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000322	3.7314	P00DT04H26M	tara_20100707t0919z_064_event_cast	1	0.0109	0.0109	0.0109	0.0109	0.0109	0.0109	0.0109	0.0109	0.0109	0.0109	0	0	0	0	0	0.0017	0.0017	0.0017	0.0017	0.0017	0	0	0	0	0	0.0089	0.0089	0.0089	0.0089	0.0089	0.0103	0.0103	0.0103	0.0103	0.0103	0.0012	0.0012	0.0012	0.0012	0.0012	0.0034	0.0034	0.0034	0.0034	0.0034	0	0	0	0	0	0.0201	0.0201	0.0201	0.0201	0.0201	0.0037	0.0037	0.0037	0.0037	0.0037	0.0013	0.0013	0.0013	0.0013	0.0013	5.00E-04	5.00E-04	5.00E-04	5.00E-04	5.00E-04	0.0861	0.0861	0.0861	0.0861	0.0861	0	0	0	0	0	9.00E-04	9.00E-04	9.00E-04	9.00E-04	9.00E-04	0	0	0	0	0	0.0251	0.0251	0.0251	0.0251	0.0251	0.0251	0.0251	0.0251	0.0251	0.0251	0.1201	0.1201	0.1201	0.1201	0.1201	0.1486	0.1486	0.1486	0.1486	0.1486	0.2686	0.2686	0.2686	0.2686	0.2686	0	0	0	0	0	0.0232	0.0232	0.0232	0.0232	0.0232
TARA_R100000234	SAMEA2620588	ERS489603	TARA_052	TARA_20100517T1142Z_052_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	75	0.22	TARA_052_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100517T1142Z_052_EVENT_PUMP_DCM_(75m)_SEQ-(FeCl3)_W<0.22_R100000234	5.0137	P00DT02H01M	tara_20100517t0945z_052_event_cast	1	0.0261	0.0261	0.0261	0.0261	0.0261	0.0275	0.0275	0.0275	0.0275	0.0275	0	0	0	0	0	0.0064	0.0064	0.0064	0.0064	0.0064	0	0	0	0	0	0.0296	0.0296	0.0296	0.0296	0.0296	0.0091	0.0091	0.0091	0.0091	0.0091	0.0057	0.0057	0.0057	0.0057	0.0057	0	0	0	0	0	0.0017	0.0017	0.0017	0.0017	0.0017	0.0645	0.0645	0.0645	0.0645	0.0645	0.0032	0.0032	0.0032	0.0032	0.0032	0	0	0	0	0	0	0	0	0	0	0.0504	0.0504	0.0504	0.0504	0.0504	0	0	0	0	0	7.00E-04	7.00E-04	7.00E-04	7.00E-04	7.00E-04	0	0	0	0	0	0.0971	0.0971	0.0971	0.0971	0.0971	0.0971	0.0971	0.0971	0.0971	0.0971	0.1138	0.1138	0.1138	0.1138	0.1138	0.1557	0.1557	0.1557	0.1557	0.1557	0.2696	0.2696	0.2696	0.2696	0.2696	0	0	0	0	0	0.0207	0.0207	0.0207	0.0207	0.0207
TARA_R100000406	SAMEA2620384	ERS489285	TARA_046	TARA_20100415T0201Z_046_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	TARA_046_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100415T0201Z_046_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000406	0.006677	P00DT00H37M	tara_20100415t0240z_046_event_cast	2	0.0029	0.0029	0.0049	0.0069	0.0069	0.0057	0.0057	0.00695	0.0082	0.0082	0	0	0	0	0	0.002	0.002	0.00285	0.0037	0.0037	0.0063	0.0063	0.00675	0.0072	0.0072	0.002	0.002	0.0026	0.0032	0.0032	0.0064	0.0064	0.00815	0.0099	0.0099	0.0018	0.0018	0.00185	0.0019	0.0019	0.007	0.007	0.00725	0.0075	0.0075	6.00E-04	6.00E-04	7.00E-04	8.00E-04	8.00E-04	0.0093	0.0093	0.0119	0.0145	0.0145	0.0019	0.0019	0.00225	0.0026	0.0026	0	0	0	0	0	0	0	0	0	0	0.0792	0.0792	0.0892	0.0992	0.0992	0	0	0	0	0	8.00E-04	8.00E-04	9.00E-04	0.001	0.001	0	0	0	0	0	0.0352	0.0352	0.0368	0.0384	0.0384	0.0352	0.0352	0.0368	0.0384	0.0384	0.0483	0.0483	0.0491	0.0499	0.0499	0.22	0.22	0.2221	0.2242	0.2242	0.2683	0.2683	0.2712	0.2741	0.2741	0	0	0.00105	0.0021	0.0021	0.0256	0.0256	0.02605	0.0265	0.0265
TARA_R100000152	SAMEA2620273	ERS489148	TARA_042	TARA_20100404T0950Z_042_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	80	0.22	TARA_042_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100404T0950Z_042_EVENT_PUMP_DCM_(80m)_SEQ-(FeCl3)_W<0.22_R100000152	0.57296	P00DT00H44M	tara_20100404t0908z_042_event_cast	2	0.01	0.01	0.0147	0.0194	0.0194	0.0169	0.0169	0.02205	0.0272	0.0272	0	0	0	0	0	0.0026	0.0026	0.0031	0.0036	0.0036	0	0	0.0024	0.0048	0.0048	0.0091	0.0091	0.01365	0.0182	0.0182	0.0022	0.0022	0.0036	0.005	0.005	0.001	0.001	0.00295	0.0049	0.0049	0.0015	0.0015	0.0024	0.0033	0.0033	0	0	4.00E-04	8.00E-04	8.00E-04	0.0236	0.0236	0.03135	0.0391	0.0391	0.002	0.002	0.0022	0.0024	0.0024	0	0	0	0	0	0	0	0	0	0	0.0582	0.0582	0.06055	0.0629	0.0629	0	0	0	0	0	7.00E-04	7.00E-04	0.00075	8.00E-04	8.00E-04	0	0	0	0	0	0.0385	0.0385	0.0444	0.0503	0.0503	0.0385	0.0385	0.0444	0.0503	0.0503	0.1455	0.1455	0.1459	0.1463	0.1463	0.0897	0.0897	0.11455	0.1394	0.1394	0.236	0.236	0.26045	0.2849	0.2849	0	0	0	0	0	0.0254	0.0254	0.0303	0.0352	0.0352
TARA_R100000149	SAMEA2620256	ERS489113	TARA_042	TARA_20100404T0247Z_042_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	TARA_042_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100404T0247Z_042_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000149	0.66652	P00DT06H18M	tara_20100404t0908z_042_event_cast	2	7.00E-04	7.00E-04	8.00E-04	9.00E-04	9.00E-04	0.0011	0.0011	0.00135	0.0016	0.0016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.00E-04	7.00E-04	0.00085	0.001	0.001	8.00E-04	8.00E-04	0.00085	9.00E-04	9.00E-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028	0.0028	0.00335	0.0039	0.0039	7.00E-04	7.00E-04	8.00E-04	9.00E-04	9.00E-04	0	0	0	0	0	0	0	0	0	0	0.0596	0.0596	0.06295	0.0663	0.0663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025	0.0025	0.0027	0.0029	0.0029	0.0025	0.0025	0.0027	0.0029	0.0029	0.0302	0.0302	0.03345	0.0367	0.0367	0.0158	0.0158	0.01975	0.0237	0.0237	0.046	0.046	0.05315	0.0603	0.0603	0	0	0	0	0	0.0052	0.0052	0.00595	0.0067	0.0067
TARA_R100000458	SAMEA2620227	ERS489084	TARA_041	TARA_20100330T1056Z_041_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	60	0.22	TARA_041_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100330T1056Z_041_EVENT_PUMP_DCM_(60m)_SEQ-(FeCl3)_W<0.22_R100000458	0.72154	P00DT02H09M	tara_20100330t0848z_041_event_cast	2	0.0291	0.0291	0.0372	0.0453	0.0453	0.0278	0.0278	0.02865	0.0295	0.0295	0	0	0	0	0	0.0068	0.0068	0.00715	0.0075	0.0075	0	0	0.00665	0.0133	0.0133	0.0219	0.0219	0.0249	0.0279	0.0279	0.0089	0.0089	0.01485	0.0208	0.0208	0.0016	0.0016	0.002	0.0024	0.0024	0.0032	0.0032	0.0043	0.0054	0.0054	0	0	0.00035	7.00E-04	7.00E-04	0.0624	0.0624	0.0695	0.0766	0.0766	0.0041	0.0041	0.00465	0.0052	0.0052	0	0	0	0	0	0	0	0	0	0	0.0165	0.0165	0.0423	0.0681	0.0681	0	0	0	0	0	0	0	0.00035	7.00E-04	7.00E-04	0	0	0	0	0	0.0424	0.0424	0.04455	0.0467	0.0467	0.0424	0.0424	0.04455	0.0467	0.0467	0.0672	0.0672	0.10595	0.1447	0.1447	0.1729	0.1729	0.20145	0.23	0.23	0.2972	0.2972	0.3074	0.3176	0.3176	0	0	0	0	0	0.0248	0.0248	0.02565	0.0265	0.0265
TARA_R100000455	SAMEA2620210	ERS489059	TARA_041	TARA_20100330T0247Z_041_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	TARA_041_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100330T0247Z_041_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000455	6.2798	P00DT05H59M	tara_20100330t0848z_041_event_cast	2	0.001	0.001	0.0015	0.002	0.002	0.0016	0.0016	0.00235	0.0031	0.0031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00075	0.0015	0.0015	7.00E-04	7.00E-04	0.001	0.0013	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0037	0.0037	0.0056	0.0075	0.0075	8.00E-04	8.00E-04	0.001	0.0012	0.0012	0	0	0	0	0	0	0	0	0	0	0.0673	0.0673	0.07355	0.0798	0.0798	0	0	0	0	0	0	0	4.00E-04	8.00E-04	8.00E-04	0	0	0	0	0	0.0022	0.0022	0.00355	0.0049	0.0049	0.0022	0.0022	0.00355	0.0049	0.0049	0.0499	0.0499	0.0502	0.0505	0.0505	0.0301	0.0301	0.03375	0.0374	0.0374	0.08	0.08	0.08395	0.0879	0.0879	0	0	0	0	0	0.0081	0.0081	0.00835	0.0086	0.0086
TARA_R100000482	SAMEA2620094	ERS488929	TARA_039	TARA_20100318T1133Z_039_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	25	0.22	TARA_039_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100318T1133Z_039_EVENT_PUMP_DCM_(25m)_SEQ-(FeCl3)_W<0.22_R100000482	2.0758	P00DT01H40M	"tara_20100318t0956z_039_event_cast,tara_20100320t0817z_039_event_cast"	2	0.0074	0.0074	0.01255	0.0177	0.0177	0.0097	0.0097	0.0144	0.0191	0.0191	0	0	0	0	0	0.0033	0.0033	0.00495	0.0066	0.0066	0	0	0	0	0	0.0047	0.0047	0.00925	0.0138	0.0138	0.003	0.003	0.00545	0.0079	0.0079	0	0	0.00115	0.0023	0.0023	0	0	0.00095	0.0019	0.0019	6.00E-04	6.00E-04	0.00095	0.0013	0.0013	0.0221	0.0221	0.03505	0.048	0.048	0.0027	0.0027	0.00375	0.0048	0.0048	0	0	0	0	0	0	0	0	0	0	0.0777	0.0777	0.0962	0.1147	0.1147	0	0	0	0	0	9.00E-04	9.00E-04	0.001	0.0011	0.0011	0	0	0	0	0	0.0199	0.0199	0.02985	0.0398	0.0398	0.0199	0.0199	0.02985	0.0398	0.0398	0.0601	0.0601	0.0775	0.0949	0.0949	0.118	0.118	0.1504	0.1828	0.1828	0.1781	0.1781	0.2279	0.2777	0.2777	0	0	0	0	0	0.0115	0.0115	0.0153	0.0191	0.0191
TARA_R100000479	SAMEA2620078	ERS488892	TARA_039	TARA_20100318T0427Z_039_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	TARA_039_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100318T0427Z_039_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000479	14.5118	P00DT05H25M	tara_20100318t0956z_039_event_cast	2	0.0037	0.0037	0.0054	0.0071	0.0071	0.0038	0.0038	0.00565	0.0075	0.0075	0	0	0	0	0	0.0025	0.0025	0.0025	0.0025	0.0025	0	0	0	0	0	0.0023	0.0023	0.0034	0.0045	0.0045	0.0027	0.0027	0.0035	0.0043	0.0043	0	0	0	0	0	0	0	0	0	0	0	0	3.00E-04	6.00E-04	6.00E-04	0.0103	0.0103	0.0158	0.0213	0.0213	0.0018	0.0018	0.0024	0.003	0.003	0	0	0	0	0	0	0	0	0	0	0.0648	0.0648	0.07315	0.0815	0.0815	0	0	0	0	0	8.00E-04	8.00E-04	0.00105	0.0013	0.0013	0	0	0	0	0	0.0077	0.0077	0.01075	0.0138	0.0138	0.0077	0.0077	0.01075	0.0138	0.0138	0.0234	0.0234	0.0266	0.0298	0.0298	0.0918	0.0918	0.1053	0.1188	0.1188	0.1152	0.1152	0.1319	0.1486	0.1486	0	0	0	0	0	0.0071	0.0071	0.00845	0.0098	0.0098
TARA_R100000084	SAMEA2620027	ERS488836	TARA_038	TARA_20100315T1118Z_038_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	25	0.22	TARA_038_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100315T1118Z_038_EVENT_PUMP_DCM_(25m)_SEQ-(FeCl3)_W<0.22_R100000084	7.487	P00DT01H45M	"tara_20100315t0936z_038_event_cast,tara_20100316t0956z_038_event_cast"	1	0.0435	0.0435	0.0435	0.0435	0.0435	0.054	0.054	0.054	0.054	0.054	0	0	0	0	0	0.0085	0.0085	0.0085	0.0085	0.0085	0.0068	0.0068	0.0068	0.0068	0.0068	0.0589	0.0589	0.0589	0.0589	0.0589	0.0262	0.0262	0.0262	0.0262	0.0262	0.0135	0.0135	0.0135	0.0135	0.0135	0.0056	0.0056	0.0056	0.0056	0.0056	0.0035	0.0035	0.0035	0.0035	0.0035	0.1067	0.1067	0.1067	0.1067	0.1067	0.0079	0.0079	0.0079	0.0079	0.0079	0	0	0	0	0	0	0	0	0	0	0.1518	0.1518	0.1518	0.1518	0.1518	0	0	0	0	0	0.0022	0.0022	0.0022	0.0022	0.0022	0	0	0	0	0	0.0961	0.0961	0.0961	0.0961	0.0961	0.0961	0.0961	0.0961	0.0961	0.0961	0.0878	0.0878	0.0878	0.0878	0.0878	0.4255	0.4255	0.4255	0.4255	0.4255	0.5132	0.5132	0.5132	0.5132	0.5132	0	0	0	0	0	0.0295	0.0295	0.0295	0.0295	0.0295
TARA_R100000081	SAMEA2620014	ERS488813	TARA_038	TARA_20100315T0335Z_038_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	TARA_038_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100315T0335Z_038_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000081	9.9947	P00DT05H57M	"tara_20100315t0936z_038_event_cast,tara_20100316t0956z_038_event_cast"	2	0.0072	0.0072	0.0114	0.0156	0.0156	0.0107	0.0107	0.0161	0.0215	0.0215	0	0	0	0	0	0	0	0.0019	0.0038	0.0038	0	0	0	0	0	0.0093	0.0093	0.01315	0.017	0.017	0.0055	0.0055	0.00775	0.01	0.01	0.0022	0.0022	0.00375	0.0053	0.0053	0	0	9.00E-04	0.0018	0.0018	8.00E-04	8.00E-04	0.00115	0.0015	0.0015	0.0187	0.0187	0.02745	0.0362	0.0362	0.0033	0.0033	0.00345	0.0036	0.0036	0	0	0	0	0	0	0	0	0	0	0.1611	0.1611	0.1641	0.1671	0.1671	0	0	0	0	0	0.0024	0.0024	0.00245	0.0025	0.0025	0	0	0	0	0	0.0289	0.0289	0.0389	0.0489	0.0489	0.0289	0.0289	0.0389	0.0489	0.0489	0.0676	0.0676	0.0769	0.0862	0.0862	0.1521	0.1521	0.1898	0.2275	0.2275	0.2197	0.2197	0.2667	0.3137	0.3137	0	0	0	0	0	0.0176	0.0176	0.0194	0.0212	0.0212
TARA_R100000030	SAMEA2619962	ERS488757	TARA_036	TARA_20100312T1223Z_036_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	17	0.22	TARA_036_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100312T1223Z_036_EVENT_PUMP_DCM_(17m)_SEQ-(FeCl3)_W<0.22_R100000030	0.53112	P00DT01H48M	"tara_20100312t1036z_036_event_cast,tara_20100313t0949z_037_event_cast"	2	0.0233	0.0233	0.0377	0.0521	0.0521	0.0247	0.0247	0.03755	0.0504	0.0504	0	0	0.001	0.002	0.002	0.0071	0.0071	0.00925	0.0114	0.0114	0.0045	0.0045	0.00705	0.0096	0.0096	0.0148	0.0148	0.02395	0.0331	0.0331	0.0184	0.0184	0.03175	0.0451	0.0451	0.0034	0.0034	0.0068	0.0102	0.0102	9.00E-04	9.00E-04	0.00365	0.0064	0.0064	0.0025	0.0025	0.0029	0.0033	0.0033	0.0601	0.0601	0.0819	0.1037	0.1037	0.0079	0.0079	0.0082	0.0085	0.0085	0	0	0.00045	9.00E-04	9.00E-04	5.00E-04	5.00E-04	8.00E-04	0.0011	0.0011	0.0372	0.0372	0.0544	0.0716	0.0716	0.0046	0.0046	0.00725	0.0099	0.0099	0	0	0.00045	9.00E-04	9.00E-04	0	0	0	0	0	0.0539	0.0539	0.07515	0.0964	0.0964	0.0539	0.0539	0.07515	0.0964	0.0964	0	0	0	0	0	0.3359	0.3359	0.38985	0.4438	0.4438	0.338	0.338	0.3909	0.4438	0.4438	0.0033	0.0033	0.00375	0.0042	0.0042	0.0107	0.0107	0.011	0.0113	0.0113
TARA_R100000028	SAMEA2619950	ERS488737	TARA_036	TARA_20100312T0606Z_036_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	TARA_036_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100312T0606Z_036_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000028	0.77483	P00DT04H28M	"tara_20100312t1036z_036_event_cast,tara_20100313t0949z_037_event_cast"	2	0.0183	0.0183	0.0208	0.0233	0.0233	0.0189	0.0189	0.0218	0.0247	0.0247	0.0014	0.0014	0.0017	0.002	0.002	0.0059	0.0059	0.0065	0.0071	0.0071	0	0	0.00225	0.0045	0.0045	0.0117	0.0117	0.01325	0.0148	0.0148	0.0154	0.0154	0.0169	0.0184	0.0184	0.0023	0.0023	0.00285	0.0034	0.0034	0	0	0.00045	9.00E-04	9.00E-04	0.0019	0.0019	0.0022	0.0025	0.0025	0.0478	0.0478	0.05395	0.0601	0.0601	0.0079	0.0079	0.0079	0.0079	0.0079	0	0	0	0	0	0.0011	0.0011	0.00115	0.0012	0.0012	0.0685	0.0685	0.07005	0.0716	0.0716	0.007	0.007	0.00845	0.0099	0.0099	9.00E-04	9.00E-04	0.00105	0.0012	0.0012	0	0	0	0	0	0.0373	0.0373	0.0456	0.0539	0.0539	0.0373	0.0373	0.0456	0.0539	0.0539	0	0	0	0	0	0.2672	0.2672	0.30155	0.3359	0.3359	0.2686	0.2686	0.3033	0.338	0.338	0.003	0.003	0.00315	0.0033	0.0033	0.0104	0.0104	0.01085	0.0113	0.0113
TARA_R100000008	SAMEA2619923	ERS488701	TARA_034	TARA_20100120T1150Z_034_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	60	0.22	TARA_034_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100120T1150Z_034_EVENT_PUMP_DCM_(60m)_SEQ-(FeCl3)_W<0.22_R100000008	4.8473	P00DT04H05M	tara_20100120t0747z_034_event_cast	1	0.0528	0.0528	0.0528	0.0528	0.0528	0.039	0.039	0.039	0.039	0.039	0	0	0	0	0	0.0064	0.0064	0.0064	0.0064	0.0064	0	0	0	0	0	0.0471	0.0471	0.0471	0.0471	0.0471	0.0312	0.0312	0.0312	0.0312	0.0312	0.0052	0.0052	0.0052	0.0052	0.0052	0.012	0.012	0.012	0.012	0.012	0.0013	0.0013	0.0013	0.0013	0.0013	0.1249	0.1249	0.1249	0.1249	0.1249	0.0101	0.0101	0.0101	0.0101	0.0101	0	0	0	0	0	0	0	0	0	0	0.0377	0.0377	0.0377	0.0377	0.0377	0	0	0	0	0	9.00E-04	9.00E-04	9.00E-04	9.00E-04	9.00E-04	0	0	0	0	0	0.0712	0.0712	0.0712	0.0712	0.0712	0.0712	0.0712	0.0712	0.0712	0.0712	0.1003	0.1003	0.1003	0.1003	0.1003	0.4064	0.4064	0.4064	0.4064	0.4064	0.5067	0.5067	0.5067	0.5067	0.5067	0	0	0	0	0	0.0361	0.0361	0.0361	0.0361	0.0361
